logradouro,complemento,bairro,cidade,estado,cep,longitude,latitude
Rua Casa Verde,,Nossa Senhora da Apresentação,Natal,RN,59114-238,-35.28711999999996,-5.727389999999957
Rua Cascatinha,,Nossa Senhora da Apresentação,Natal,RN,59115-030,-35.27972492169576,-5.757054959310707
Rua Cascavel,,Potengi,Natal,RN,59108-060,-35.25907991698901,-5.765504944494694
Travessa Casimiro,,Felipe Camarão,Natal,RN,59074-303,-35.260069903573054,-5.820804969789833
Rua Castanhola,,Potengi,Natal,RN,59120-550,-35.24189990723593,-5.758274945317893
Rua Castelo Branco,,Pajuçara,Natal,RN,59125-410,-35.24001358962238,-5.743728900926146
Travessa Castelo Branco,,Nossa Senhora da Apresentação,Natal,RN,59115-691,-35.266834937625944,-5.759229958410948
Rua Castro Alves,,Alecrim,Natal,RN,59032-480,-35.21979808939698,-5.804978275311289
Travessa Castro Alves,,Alecrim,Natal,RN,59032-510,-35.22001991291532,-5.805174962526735
Travessa Castro Alves,,Rocas,Natal,RN,59010-480,-35.19691671461767,-5.774718659104002
Vila Castro Alves,,Alecrim,Natal,RN,59032-490,-35.21979808939698,-5.804978275311289
Vila Castro,,Dix-Sept Rosado,Natal,RN,59052-706,-35.23071493627758,-5.809453034121865
Rua Casuarina,,Potengi,Natal,RN,59120-310,-35.24400489648991,-5.758309960718414
Rua Catagema,,Lagoa Azul,Natal,RN,59139-372,-35.27751999999998,-5.7226499999999305
Rua Cataguases,,Neópolis,Natal,RN,59084-350,-35.20150690917209,-5.870221346791465
Travessa Cataguá,,Pajuçara,Natal,RN,59125-311,-35.24079990817272,-5.7330499429875275
Rua Catanduvas,,Potengi,Natal,RN,59112-430,-35.25962490833348,-5.750069963163732
Travessa Catarina,,Nossa Senhora da Apresentação,Natal,RN,59114-027,-35.267439901487634,-5.754819966738488
Travessa Catetinho,,Cidade da Esperança,Natal,RN,59070-580,-35.23301760577668,-5.823363662520752
Rua Catolé do Rocha,,Cidade da Esperança,Natal,RN,59071-330,-35.23778489569099,-5.82067995370398
Praça Caucaia,,Potengi,Natal,RN,59129-785,-35.257988687450904,-5.7425814641565145
Travessa Cavalcante,,Alecrim,Natal,RN,59037-805,-35.23215022876491,-5.797625769852092
Rua Cavalhadas,,Nossa Senhora da Apresentação,Natal,RN,59114-661,-35.27994230026079,-5.731070458677071
Rua Cavalo Marinho,,Ponta Negra,Natal,RN,59090-715,-35.176557783236525,-5.883961252913666
Rua Caxambu,,Neópolis,Natal,RN,59084-320,-35.201850336756785,-5.869123227577003
Rua Caxambu,,Potengi,Natal,RN,59110-650,-35.25259999999997,-5.740069999999946
Rua Caxias do Sul,,Cidade da Esperança,Natal,RN,59071-360,-35.23931991552902,-5.8207449553630966
Vila Cearense,,Alecrim,Natal,RN,59040-320,-35.20930999999996,-5.7911099999999465
Avenida Ceará,,Cidade da Esperança,Natal,RN,59071-110,-35.2406228376187,-5.826478263227912
Rua Ceará Mirim,,Tirol,Natal,RN,59020-240,-35.20286122879931,-5.794140918150909
Rua Ceará,,Neópolis,Natal,RN,59080-180,-35.20855992343675,-5.85539995499672
3ª Travessa Cecílio,,Lagoa Azul,Natal,RN,59139-508,-35.27494895416899,-5.746166988999617
Rua Cecílio do Nascimento,,Lagoa Azul,Natal,RN,59139-505,-35.27478694616447,-5.724882622849942
Rua Cedro do Abaeté,,Neópolis,Natal,RN,59088-290,-35.20330457303411,-5.874198798200902
Rua Cedrorama,,Pitimbu,Natal,RN,59067-425,-35.228019936582086,-5.870469946353914
Rua Cego Aderaldo,,Lagoa Azul,Natal,RN,59138-440,-35.261354891239364,-5.733439952942277
Rua Ceilândia,,Planalto,Natal,RN,59073-074,-35.25286999999997,-5.851879999999937
Rua Ceilândia,,Pajuçara,Natal,RN,59122-360,-35.23514991869925,-5.751379949856265
Travessa Celestino Pimentel,,Nossa Senhora da Apresentação,Natal,RN,59115-562,-35.27915846305113,-5.751963406723819
Travessa Centenário,,Nossa Senhora da Apresentação,Natal,RN,59114-044,-35.27136988251999,-5.739134974190563
Avenida Centenário da Abolição,,Lagoa Azul,Natal,RN,59129-460,-35.26601614913282,-5.741684585045636
Vila Central,,Lagoa Nova,Natal,RN,59056-281,-35.20971999999995,-5.825359999999932
Rua Centro Novo,,Planalto,Natal,RN,59073-817,-35.267704937266046,-5.850809961953573
Rua Centro da Lagoa,,Lagoa Azul,Natal,RN,59129-840,-35.25795557634331,-5.737889798165211
Rua Cerejeira,,Potengi,Natal,RN,59120-300,-35.24286491574853,-5.759329954515827
Rua Cerro Azul,,Potengi,Natal,RN,59124-460,-35.24263957814796,-5.749270879182346
Rua Cerro Corá,,Lagoa Nova,Natal,RN,59063-610,-35.20971999999995,-5.825359999999932
Travessa Cerâmica,,Nossa Senhora da Apresentação,Natal,RN,59115-706,-35.27627493034875,-5.750559948268609
Rua Cesimar Borges,,Candelária,Natal,RN,59064-300,-35.22397393594509,-5.830132576164103
Vila Chagas,,Dix-Sept Rosado,Natal,RN,59052-295,-35.22715999999997,-5.804779999999937
Travessa Chama Maré,,Felipe Camarão,Natal,RN,59074-449,-35.25111999999996,-5.829109999999957
Rua Chapada de Diamantina,,Potengi,Natal,RN,59129-220,-35.25608988257875,-5.745689957749882
Rua Chapada do Apodi,,Potengi,Natal,RN,59129-060,-35.255471762898736,-5.745166948718265
Rua Chapada do Araripe,,Potengi,Natal,RN,59129-050,-35.255759928960245,-5.745419955693848
Rua Chapada do Espigão Mestre,,Potengi,Natal,RN,59129-230,-35.2566549066718,-5.746434962258874
Rua Chapada do Norte,,Neópolis,Natal,RN,59084-360,-35.2024549223494,-5.8701399508258945
Rua Chapada dos Parecis,,Potengi,Natal,RN,59129-040,-35.25646113073628,-5.745986594044769
Rua Chapecó,,Potengi,Natal,RN,59112-390,-35.26063492766612,-5.751324964571431
Travessa Chapecó,,Nossa Senhora da Apresentação,Natal,RN,59115-624,-35.27178994159763,-5.752204959631065
Avenida Chico Mendes,,Nossa Senhora da Apresentação,Natal,RN,59114-214,-35.280085800065336,-5.742824289197407
Travessa Chico Mendes,,Nossa Senhora da Apresentação,Natal,RN,59114-213,-35.27901818381672,-5.744257594818909
Rua Chico Santeiro,,Lagoa Azul,Natal,RN,59138-530,-35.25853991287691,-5.731884963219926
Rua Chico Serra,,Pajuçara,Natal,RN,59133-112,-35.23127995209363,-5.738624956337091
Vila Chico,,Quintas,Natal,RN,59050-119,-35.232399999999984,-5.802709999999934
Vila Chico do Corcel,,Lagoa Nova,Natal,RN,59056-291,-35.20971999999995,-5.825359999999932
Rua Chile,,Ribeira,Natal,RN,59012-250,-35.20628042930231,-5.776985257739892
Vila Chinês,,Quintas,Natal,RN,59035-525,-35.232399999999984,-5.802709999999934
Rua Chiquinha Gonzaga,,Pajuçara,Natal,RN,59133-000,-35.236819999999966,-5.736699999999928
Rua Ciclo do Couro,,Lagoa Azul,Natal,RN,59139-020,-35.26481988619305,-5.7305149621006635
Rua Cidade Jardim,,Guarapes,Natal,RN,59074-825,-35.2710059207392,-5.845207894296944
Avenida Cidade Praia,,Lagoa Azul,Natal,RN,59129-470,-35.27201520130421,-5.735434809145469
Rua Cidade do Sol,,Pitimbu,Natal,RN,59067-720,-35.22120290662529,-5.871459550085486
Travessa Cinco Irmãos,,Alecrim,Natal,RN,59040-127,-35.20930999999996,-5.7911099999999465
Vila Cinco Irmãos,,Alecrim,Natal,RN,59040-125,-35.20930999999996,-5.7911099999999465
Rua Cinco de Julho,,Nossa Senhora da Apresentação,Natal,RN,59114-359,-35.28498993035639,-5.739334966400328
Rua Cineasta Glauber Rocha,,Lagoa Nova,Natal,RN,59054-670,-35.213878027940694,-5.814699912350392
Rua Cinelândia,,Redinha,Natal,RN,59122-672,-35.224659883056134,-5.756259956749275
Rua Ciprestes,,Pitimbu,Natal,RN,59067-560,-35.22745648632826,-5.866459715629061
Rua Cirilo Moreira,,Nossa Senhora de Nazaré,Natal,RN,59062-130,-35.23631348999333,-5.815344603775376
Travessa Cirilo Moreira,,Nossa Senhora de Nazaré,Natal,RN,59062-135,-35.23598991112597,-5.813799961849028
Vila Cirilo,,Alecrim,Natal,RN,59035-575,-35.231249902970745,-5.807384956072724
Travessa Cirino de Almeida,,Nossa Senhora da Apresentação,Natal,RN,59115-583,-35.278544917366716,-5.752339971136465
Rua Ciro Monteiro,,Tirol,Natal,RN,59020-340,-35.20222995206818,-5.799584966525238
Rua Clara Camarão,,Candelária,Natal,RN,59065-030,-35.217939901732805,-5.843349942398888
Rua Clara Nunes,,Pajuçara,Natal,RN,59132-700,-35.23973989078762,-5.734399953267719
Rua Clara de Castro,,Candelária,Natal,RN,59065-230,-35.216213471755424,-5.8378773792335
Rua Claudionor Figueiredo,,Nova Descoberta,Natal,RN,59075-260,-35.202172998388065,-5.826313208822732
1ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-351,-35.19684491455408,-5.825184954248925
2ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-353,-35.19684491455408,-5.825184954248925
3ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-354,-35.19684491455408,-5.825184954248925
4ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-356,-35.19684491455408,-5.825184954248925
Rua Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-350,-35.197031963050506,-5.8265676448305985
Vila Clemente,,Dix-Sept Rosado,Natal,RN,59052-201,-35.22715999999997,-5.804779999999937
Rua Clementina de Jesus,,Pajuçara,Natal,RN,59132-760,-35.240869938973745,-5.7361949587875
Rua Clementino Faria,,Nova Descoberta,Natal,RN,59056-485,-35.19913409805643,-5.82049119553685
Travessa Cleofas,,Felipe Camarão,Natal,RN,59074-157,-35.262369939713906,-5.822419973938921
Rua Clidenor Ferreira da Costa,,Tirol,Natal,RN,59020-230,-35.20247151112105,-5.793631088990577
Rua Clidenor Melo,,Salinas,Natal,RN,59107-030,-35.24923999999993,-5.777879999999925
Vila Climério Maia,,Nossa Senhora de Nazaré,Natal,RN,59062-120,-35.236491276987465,-5.81501291855875
Rua Clodoaldo Caldas,,Planalto,Natal,RN,59073-165,-35.25191630603314,-5.860657010278794
Rua Cláudio Gomes Teixeira,,Ponta Negra,Natal,RN,59090-150,-35.17601332530873,-5.876915128230553
Rua Cláudio José,,Nossa Senhora da Apresentação,Natal,RN,59114-157,-35.27046991757605,-5.752809965402264
Rua Cláudio Machado,,Petrópolis,Natal,RN,59012-310,-35.19765753242969,-5.782970386035541
Rua Clóvis Beviláqua,,Lagoa Seca,Natal,RN,59022-230,-35.20798701133208,-5.807207214913761
Rua Coaraci,,Potengi,Natal,RN,59124-610,-35.24935992679063,-5.741309952336039
Rua Coatiara,,Nordeste,Natal,RN,59042-490,-35.211509999999976,-5.795439999999928
Rua Coco-de-Zambé,,Lagoa Azul,Natal,RN,59138-640,-35.25859992730366,-5.731084952471349
Vila Coelho,,Quintas,Natal,RN,59035-555,-35.23646376077821,-5.797430660550406
Rua Coemaçu,,Quintas,Natal,RN,59035-060,-35.23531316789508,-5.800301298996447
Travessa Coemaçu,,Quintas,Natal,RN,59035-065,-35.23531316789508,-5.800301298996447
Rua Cohaman,,Nordeste,Natal,RN,59042-343,-35.211509999999976,-5.795439999999928
Rua Colibri,,Guarapes,Natal,RN,59074-880,-35.258754908693376,-5.8407949497181875
Travessa Colina,,Nossa Senhora da Apresentação,Natal,RN,59114-074,-35.274229913612004,-5.763319949974921
Rua Colinas do Pajuçara,,Pajuçara,Natal,RN,59123-445,-35.244736589408795,-5.7418871922073675
Alameda Colombiana,,Candelária,Natal,RN,59064-760,-35.21306993216885,-5.844379952570598
Travessa Colonial,,Rocas,Natal,RN,59010-312,-35.200139999999976,-5.77819999999997
Rua Colorado,,Potengi,Natal,RN,59124-230,-35.24915611716903,-5.743327783655494
Travessa Comandante Balduino,,Nossa Senhora da Apresentação,Natal,RN,59114-665,-35.27892160983791,-5.731179946516965
Rua Comandante Balduíno,,Nossa Senhora da Apresentação,Natal,RN,59114-664,-35.27892160983791,-5.731179946516965
Rua Comandante Costa,,Nossa Senhora da Apresentação,Natal,RN,59114-183,-35.27820152462125,-5.738227020716732
Travessa Comandante José Reinaldo,,Tirol,Natal,RN,59014-510,-35.19527812788526,-5.790599434608946
Rua Comandante Monteiro Chaves,,Pitimbu,Natal,RN,59066-380,-35.2230896295725,-5.865841581666701
Rua Comerciário Carlos Serrano,,Lagoa Nova,Natal,RN,59076-740,-35.20971999999995,-5.825359999999932
Rua Compositor Heronides de França,,Nossa Senhora da Apresentação,Natal,RN,59115-120,-35.2808185993797,-5.759042103210702
Rua Compositor José Luiz,,Quintas,Natal,RN,59035-010,-35.23714969598205,-5.79951216278357
Avenida Comunidade em Ação,,Pajuçara,Natal,RN,59131-515,-35.23572003807035,-5.738676606772214
Rua Conceição,,Cidade da Esperança,Natal,RN,59070-230,-35.236684896627764,-5.821754953740978
Vila Conceição,,Alecrim,Natal,RN,59035-826,-35.20819469992359,-5.7849868856234234
Rua Conceição de Macabu,,Potengi,Natal,RN,59110-050,-35.254634909916035,-5.758494970276253
Rua Concórdia,,Potengi,Natal,RN,59112-550,-35.25974433973468,-5.750671209013875
Rua Concórdia,,Planalto,Natal,RN,59073-219,-35.25172990991349,-5.846234951562359
Travessa Concórdia,,Quintas,Natal,RN,59035-245,-35.23048629979221,-5.802264444131289
Vila Concórdia,,Quintas,Natal,RN,59035-246,-35.23048629979221,-5.802264444131289
Rua Condado,,Cidade da Esperança,Natal,RN,59071-290,-35.238744916971186,-5.822149950928122
Rua Congonhas,,Neópolis,Natal,RN,59084-400,-35.2016259938825,-5.870851219880274
Rua Conquista,,Neópolis,Natal,RN,59084-470,-35.20276012970372,-5.871318533087841
Rua Conselheiro Antônio,,Lagoa Azul,Natal,RN,59135-040,-35.257929919873334,-5.734859952113993
Rua Conselheiro Brito Guerra,,Tirol,Natal,RN,59015-040,-35.19891433059965,-5.7988427939448695
Rua Conselheiro Lafaiete,,Neópolis,Natal,RN,59084-250,-35.20311611289869,-5.868319350840582
Rua Conselheiro Morton Faria,,Lagoa Nova,Natal,RN,59075-730,-35.212989926903035,-5.8226599478268355
Rua Conselheiro Tarquino,,Alecrim,Natal,RN,59037-550,-35.21994810040707,-5.799433611322339
Rua Conselheiro Tristão,,Redinha,Natal,RN,59122-230,-35.213390605427506,-5.744742032501171
Rua Consolação,,Nossa Senhora da Apresentação,Natal,RN,59115-040,-35.26771929981542,-5.749239277746144
Travessa Constantino,,Felipe Camarão,Natal,RN,59074-328,-35.25802991597821,-5.8235449510736075
Rua Construtor Severino Bezerra,,Redinha,Natal,RN,59122-015,-35.23010352287748,-5.755595040585601
Travessa Construtor Severino Bezerra,,Redinha,Natal,RN,59122-498,-35.22762023250014,-5.756529450061407
Rua Contador Manoel Raimundo de Aguiar,,Lagoa Nova,Natal,RN,59056-020,-35.20975550022944,-5.813008057020099
Rua Copacabana,,Cidade Nova,Natal,RN,59072-650,-35.24186994193208,-5.8402649619804095
Travessa Copacabana,,Alecrim,Natal,RN,59032-370,-35.216314902164186,-5.807874962132367
2ª Travessa Coqueiral,,Quintas,Natal,RN,59050-162,-35.2304178418283,-5.806029696002256
Rua Coqueiral,,Neópolis,Natal,RN,59088-260,-35.20410489998949,-5.872879974019192
Travessa Coqueiral,,Quintas,Natal,RN,59050-160,-35.2313939377612,-5.804870350928822
Rua Cora Pinto,,Redinha,Natal,RN,59122-570,-35.22724999999997,-5.747429999999952
Rua Coração de Jesus,,Felipe Camarão,Natal,RN,59072-190,-35.248719884664155,-5.827619959985661
Travessa Coração de Jesus,,Cidade Alta,Natal,RN,59025-770,-35.21176994089585,-5.786084947542328
Vila Coração de Jesus,,Igapó,Natal,RN,59104-234,-35.21176994089585,-5.786084947542328
Rua Coração de Maria,,Nossa Senhora da Apresentação,Natal,RN,59114-237,-35.274139933881415,-5.743469947829595
Travessa Cordeiros,,Planalto,Natal,RN,59073-601,-35.25750491547282,-5.862624966941134
Travessa Coriolano,,Quintas,Natal,RN,59035-518,-35.22782904758925,-5.801185968422992
Rua Coroado,,Pajuçara,Natal,RN,59132-600,-35.244866538814115,-5.732228211569262
Rua Coronel Ajax de Ribamar Dantas,,Dix-Sept Rosado,Natal,RN,59052-210,-35.23247894853471,-5.810287280548536
Travessa Coronel Aureliano Medeiros,,Ribeira,Natal,RN,59012-560,-35.20386999999994,-5.773869999999931
2ª Travessa Coronel Auris Coelho,,Nova Descoberta,Natal,RN,59075-052,-35.202634308193375,-5.8260123072813075
3ª Travessa Coronel Auris Coelho,,Nova Descoberta,Natal,RN,59075-053,-35.202634308193375,-5.8260123072813075
Rua Coronel Auris Coelho,,Lagoa Nova,Natal,RN,59075-050,-35.20361988116224,-5.8257299665481455
Rua Coronel Auris Coelho,,Nova Descoberta,Natal,RN,59075-400,-35.19956088633513,-5.827028596562881
Rua Coronel Avelino Freire,,Ribeira,Natal,RN,59012-130,-35.202396596600416,-5.777903161026941
Rua Coronel Bezerra,,Cidade Alta,Natal,RN,59025-070,-35.20671454549905,-5.783787294969688
Travessa Coronel Bonifácio,,Cidade Alta,Natal,RN,59025-560,-35.209633447825794,-5.787300618847379
Rua Coronel Borges,,Potengi,Natal,RN,59120-290,-35.24571493046625,-5.755184977667028
Rua Coronel Cascudo,,Cidade Alta,Natal,RN,59025-260,-35.20630466502033,-5.7862466700346955
Rua Coronel Coelho,,Bom Pastor,Natal,RN,59060-240,-35.24083090619721,-5.8161666641175955
Rua Coronel Coelho,,Nossa Senhora de Nazaré,Natal,RN,59062-137,-35.23809992952185,-5.817069951825346
Travessa Coronel Coelho,,Bom Pastor,Natal,RN,59060-241,-35.240651125946314,-5.8159882270824035
Rua Coronel Costa Pinheiro,,Tirol,Natal,RN,59015-050,-35.198018476103236,-5.798412921136595
Avenida Coronel Estevam,377,Alecrim,Natal,RN,59030-000,-35.215729664256905,-5.7954522292331365
Avenida Coronel Estevam,573,Alecrim,Natal,RN,59031-000,-35.215729664256905,-5.7954522292331365
Avenida Coronel Estevam,991,Alecrim,Natal,RN,59037-000,-35.215729664256905,-5.7954522292331365
Avenida Coronel Estevam,1681,Alecrim,Natal,RN,59035-000,-35.22368666929876,-5.801648742719076
Avenida Coronel Estevam,2611,Dix-Sept Rosado,Natal,RN,59052-200,-35.22917057591188,-5.8087654798344275
Avenida Coronel Estevam,3333,Nossa Senhora de Nazaré,Natal,RN,59062-200,-35.23123573259177,-5.814347148073216
Avenida Coronel Estevam,3593,Nossa Senhora de Nazaré,Natal,RN,59060-200,-35.23102279870912,-5.813643766876789
Travessa Coronel Estevam,,Dix-Sept Rosado,Natal,RN,59052-205,-35.23103348910446,-5.810978216388369
Travessa Coronel Estevam,,Alecrim,Natal,RN,59037-001,-35.23103348910446,-5.810978216388369
Vila Coronel Estevam,,Alecrim,Natal,RN,59037-650,-35.215729664256905,-5.7954522292331365
Rua Coronel Ezequiel,,Nossa Senhora da Apresentação,Natal,RN,59114-111,-35.274453325369294,-5.732613333330918
Rua Coronel Farias,,Nossa Senhora da Apresentação,Natal,RN,59114-188,-35.277925410100224,-5.738125651472987
Rua Coronel Felinto Elísio,,Ribeira,Natal,RN,59012-120,-35.201315970381266,-5.777493854465701
Rua Coronel Felinto Elísio,,Rocas,Natal,RN,59010-728,-35.200139999999976,-5.77819999999997
Rua Coronel Flamínio,,Santos Reis,Natal,RN,59010-500,-35.20214428803834,-5.761034905687547
Travessa Coronel Flamínio,,Santos Reis,Natal,RN,59010-505,-35.2030172813815,-5.768754527919881
Rua Coronel Francisco Borges,,Tirol,Natal,RN,59020-270,-35.20084823640313,-5.795980525639246
Rua Coronel Francisco Ribeiro,,Nossa Senhora da Apresentação,Natal,RN,59115-760,-35.28711999999996,-5.727389999999957
Rua Coronel Glicério Cícero,,Alecrim,Natal,RN,59030-040,-35.210919932094825,-5.79288495508623
Rua Coronel Guerreiro,,Tirol,Natal,RN,59020-570,-35.203510734219435,-5.8010721206758635
Travessa Coronel Guerreiro,,Tirol,Natal,RN,59020-571,-35.203039937281545,-5.8008549505848706
Rua Coronel Inácio Vale,,Ponta Negra,Natal,RN,59090-040,-35.180268573380125,-5.867099023993883
Rua Coronel Joaquim Correia,,Candelária,Natal,RN,59064-410,-35.22141867763146,-5.831700187070563
Rua Coronel Joaquim Correia,,Lagoa Nova,Natal,RN,59064-366,-35.22001117780595,-5.828385838001874
Rua Coronel Joaquim Manoel,,Areia Preta,Natal,RN,59014-077,-35.19635190926338,-5.783018748002596
Rua Coronel Joaquim Manoel,,Petrópolis,Natal,RN,59012-330,-35.19635190926338,-5.783018748002596
Rua Coronel Joaquim Martiniano Neto,,Pitimbu,Natal,RN,59067-405,-35.23145827803957,-5.873709504786412
Rua Coronel José Bernardo,,Alecrim,Natal,RN,59030-280,-35.21151990872413,-5.792169957790605
Rua Coronel José Bernardo,,Alecrim,Natal,RN,59040-280,-35.21151990872413,-5.792169957790605
Vila Coronel José Bernardo,,Alecrim,Natal,RN,59040-282,-35.20931991059767,-5.791274959124287
Rua Coronel José Bezerra,,Lagoa Seca,Natal,RN,59031-070,-35.21136301867382,-5.807099820117899
Travessa Coronel José Bezerra,,Lagoa Seca,Natal,RN,59031-080,-35.21057319580867,-5.805976680980138
Rua Coronel José Bezerra de Andrade,,Capim Macio,Natal,RN,59082-353,-35.18910402904763,-5.871048868984502
Rua Coronel José Domingues,,Alecrim,Natal,RN,59032-380,-35.216665744885525,-5.8079717730253595
Rua Coronel José Guimarães,,Lagoa Nova,Natal,RN,59054-795,-35.213320454132855,-5.817418693874909
Rua Coronel José Pinto,,Cidade Alta,Natal,RN,59025-020,-35.203484890611605,-5.783749958865229
Rua Coronel José Revoredo,,Potengi,Natal,RN,59120-280,-35.24394492397269,-5.756604955883979
Rua Coronel João Gomes,,Barro Vermelho,Natal,RN,59030-320,-35.20983950705917,-5.7940937735247235
Travessa Coronel João Gomes,,Barro Vermelho,Natal,RN,59030-325,-35.20985991470975,-5.793719960280562
Rua Coronel João Medeiros,,Lagoa Nova,Natal,RN,59077-000,-35.21071484673099,-5.83784311806197
Rua Coronel João Tinoco,,Alecrim,Natal,RN,59040-113,-35.21440949381145,-5.7899274026273515
Rua Coronel Juventino Cabral,,Tirol,Natal,RN,59015-330,-35.20065618422356,-5.813595466345049
Vila Coronel Juvino Lopes,,Alecrim,Natal,RN,59031-270,-35.20550313255165,-5.818105107957836
Praça Coronel Lins Caldas,,Cidade Alta,Natal,RN,59025-550,-35.21039278519038,-5.784965185484892
Travessa Coronel Lins Caldas,,Cidade Alta,Natal,RN,59025-555,-35.21039278519038,-5.784965185484892
Rua Coronel Luciano Saldanha,,Capim Macio,Natal,RN,59078-390,-35.20041593420476,-5.846705492499429
Rua Coronel Luiz Júlio,,Lagoa Nova,Natal,RN,59056-240,-35.20550313255165,-5.818105107957836
Rua Coronel Manoel Vieira de Freitas,,Lagoa Nova,Natal,RN,59063-140,-35.20971999999995,-5.825359999999932
Rua Coronel Miguel Arcanjo Galvão,,Lagoa Nova,Natal,RN,59064-560,-35.20971999999995,-5.825359999999932
Rua Coronel Milton Freire,,Capim Macio,Natal,RN,59078-310,-35.20537805297524,-5.849128789216943
Rua Coronel Mário Cabral,,Nova Descoberta,Natal,RN,59075-370,-35.19701180589866,-5.825586564429681
Avenida Coronel Norton Chaves,,Lagoa Nova,Natal,RN,59075-200,-35.20583414913453,-5.827476809353802
Avenida Coronel Norton Chaves,,Nova Descoberta,Natal,RN,59075-365,-35.201851512720765,-5.828895816779708
Rua Coronel Pedro Soares,,Tirol,Natal,RN,59015-070,-35.19744913425546,-5.800034445590503
Rua Coronel Pessoa,,Nossa Senhora da Apresentação,Natal,RN,59114-612,-35.26937191949115,-5.741326119884656
Rua Coronel Revoredo Filho,,Neópolis,Natal,RN,59088-755,-35.201978000494194,-5.879659889621345
Rua Coronel Santos,,Lagoa Nova,Natal,RN,59075-190,-35.207109938006425,-5.824904956773345
Rua Coronel Silvino Bezerra,,Lagoa Seca,Natal,RN,59031-140,-35.2120802782613,-5.806471656760226
Rua Correia Teles,,Cidade Alta,Natal,RN,59025-010,-35.204853570882676,-5.782692296668446
Rua Corretor Tereza Cristina,,Pajuçara,Natal,RN,59133-325,-35.226415145674736,-5.743166251578653
Rua Corrientes,,Cidade Alta,Natal,RN,59025-784,-35.21144999999996,-5.7862199999999575
Rua Cortez Pereira,,Cidade Nova,Natal,RN,59072-600,-35.24189287644736,-5.835771725597737
Travessa Cortez Pereira,,Cidade Nova,Natal,RN,59072-605,-35.24080493731462,-5.835179954690474
Vila Cortez,,Cidade Alta,Natal,RN,59025-205,-35.21144999999996,-5.7862199999999575
Praça Corumbá,,Potengi,Natal,RN,59124-790,-35.24310776013697,-5.749551299293698
Rua Corupá,,Potengi,Natal,RN,59110-560,-35.257319884960225,-5.750784960459356
Rua Coruripe,,Pajuçara,Natal,RN,59131-500,-35.246249905436414,-5.723134968766537
Rua Cosme Damião,,Lagoa Azul,Natal,RN,59139-805,-35.26221491641469,-5.7203649593146295
Rua Cosme Damião,,Lagoa Azul,Natal,RN,59139-765,-35.26221491641469,-5.7203649593146295
Rua Cosme e Damião,,Nossa Senhora da Apresentação,Natal,RN,59115-587,-35.275679940951846,-5.7538099474058555
Vila Costa,,Dix-Sept Rosado,Natal,RN,59052-340,-35.27561489738321,-5.7355999693905915
Vila Costa,,Igapó,Natal,RN,59104-256,-35.27441510509058,-5.840284530382856
Vila Costa,,Nordeste,Natal,RN,59042-122,-35.24794599203046,-5.737489535697383
Vila Costa e Silva,,Alecrim,Natal,RN,59031-173,-35.215336960172884,-5.8065776111763885
1ª Travessa Couto Magalhães,,Nossa Senhora da Apresentação,Natal,RN,59114-138,-35.27303989290867,-5.738889971160745
2ª Travessa Couto Magalhães,,Nossa Senhora da Apresentação,Natal,RN,59114-139,-35.27303989290867,-5.738889971160745
Rua Couto Magalhães,,Nossa Senhora da Apresentação,Natal,RN,59114-211,-35.27430470213126,-5.740470572291105
Rua Crato,,Cidade da Esperança,Natal,RN,59071-010,-35.23938491718815,-5.828604959337326
Rua Cratéus,,Potengi,Natal,RN,59108-380,-35.256933307054126,-5.76304075276499
Rua Cravolândia,,Lagoa Azul,Natal,RN,59136-270,-35.24788487946982,-5.723134947811779
Rua Crepúsculo,,Redinha,Natal,RN,59122-027,-35.23469697464483,-5.754753256029106
Rua Creso Bezerra,,Quintas,Natal,RN,59035-140,-35.231138836423256,-5.800851602808662
Travessa Creso Bezerra,,Quintas,Natal,RN,59035-145,-35.23057221332192,-5.800621810307869
Rua Criciúma,,Potengi,Natal,RN,59112-320,-35.26123993343731,-5.753389972147247
Travessa Criciúma,,Planalto,Natal,RN,59073-144,-35.26123993343731,-5.753389972147247
Rua Cristais de Gelo,,Redinha,Natal,RN,59122-660,-35.22667654465733,-5.752396842523373
Travessa Cristais de Gelo,,Redinha,Natal,RN,59122-662,-35.228519917106496,-5.748794949962196
Rua Cristal de Rocha,,Lagoa Nova,Natal,RN,59076-150,-35.20831000863663,-5.828180807494085
Rua Cristalina,,Felipe Camarão,Natal,RN,59072-290,-35.2489499259968,-5.818254943386769
Travessa Cristalina,,Nossa Senhora da Apresentação,Natal,RN,59115-596,-35.2805499105158,-5.750464960350868
Rua Cristina Melo,,Lagoa Azul,Natal,RN,59138-615,-35.25974024576566,-5.7266998652992545
Travessa Cristiânia,,Felipe Camarão,Natal,RN,59072-151,-35.251796439828524,-5.825278365522529
Rua Cristo Redentor,,Redinha,Natal,RN,59122-481,-35.23355991357637,-5.752014962840832
Praça Cristo Rei,,Neópolis,Natal,RN,59086-610,-35.201719999999966,-5.868029999999976
Rua Cristo Rei,,Nossa Senhora da Apresentação,Natal,RN,59115-110,-35.2816086034007,-5.757785906862699
