cep,logradouro,complemento,bairro,cidade,estado,longitude,latitude
59600-317,Rua Tiradentes,,Alto da Conceição,Mossoró,RN,,
59297-636,Rua Dom José Afonso Fraile,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59296-256,Rua São José,,Novo Amarante,São Gonçalo do Amarante,RN,,
59625-450,Rua dos Angicos,,Presidente Costa e Silva,Mossoró,RN,,
59604-480,Rua Joel Dantas,,Belo Horizonte,Mossoró,RN,,
59633-830,Rua Girlane Gomes Pereira,,Alto do Sumaré,Mossoró,RN,,
59607-630,Rua Joaquim Batista dos Santos,,Aeroporto,Mossoró,RN,,
59295-874,Rua José Severino da Câmara,,Golandim,São Gonçalo do Amarante,RN,,
59621-486,Rua Luiz Colombo,,Santo Antônio,Mossoró,RN,,
59628-587,Rua Murumuru,,Dom Jaime Câmara,Mossoró,RN,,
59600-155,Rua Juvenal Lamartine,,Centro,Mossoró,RN,,
59157-403,Rua Larissa Cristina de Souza Fonseca,,Cajupiranga,Parnamirim,RN,,
59144-070,Rua das Mangabeiras,,Nova Esperança,Parnamirim,RN,,
59625-070,Rua Expedicionário João Medeiros Marujo,,Ilha de Santa Luzia,Mossoró,RN,,
59626-350,Rua André Pedro Fernandes,,Rincão,Mossoró,RN,,
59604-395,Rua Raimundo Luiz de Medeiros,,Lagoa do Mato,Mossoró,RN,,
59607-089,Rua José Inácio da Silva,,Aeroporto,Mossoró,RN,,
59291-228,Rua Professora Jéssica Débora de Melo Bezerra,,Santa Terezinha,São Gonçalo do Amarante,RN,,
59141-310,Rua Lucerna,,Rosa dos Ventos,Parnamirim,RN,,
59616-440,Rua Rui Coelho,,Santa Delmira,Mossoró,RN,,
59292-490,Rua São Benedito,,Maçaranduba,São Gonçalo do Amarante,RN,,
59295-808,Rua Santo Amaro,,Golandim,São Gonçalo do Amarante,RN,,
58625-000,,,,São Mamede,PB,,
59155-555,Rua José de Oliveira Neto,,Liberdade,Parnamirim,RN,,
59700-970,Rua São João Batista 66,,Centro,Apodi,RN,,
59147-260,Avenida Perimetral Vida Nova 02,,Vida Nova,Parnamirim,RN,,
04962-160,Rua Ancará,,Vila do Sol,São Paulo,SP,,
59148-366,Rua Divaldo de França,,Emaús,Parnamirim,RN,,
59142-020,Rua João Batista Azevedo,,Rosa dos Ventos,Parnamirim,RN,,
58105-134,Rua José Maria de Lucena,,Recanto do Poço,Cabedelo,PB,,
59142-750,Rua Santo Antônio,,Bela Parnamirim,Parnamirim,RN,,
59614-210,Rua Luzia Saraiva,,Abolição,Mossoró,RN,,
59626-310,Rua Antônio Victor,,Rincão,Mossoró,RN,,
59625-216,Rua Carlos Nereu de Souza,,Presidente Costa e Silva,Mossoró,RN,,
59293-435,Rua das Acácias,,Jardins,São Gonçalo do Amarante,RN,,
59615-386,Rua Arlinete Pereira de Souza,,Santa Delmira,Mossoró,RN,,
59621-530,Rua Francisco Monteiro,,Santo Antônio,Mossoró,RN,,
59621-310,Rua Geraldo Waring,,Santo Antônio,Mossoró,RN,,
59607-480,Rua Bianor do Lago Câmara,,Nova Betânia,Mossoró,RN,,
59293-144,Rua José Felipe Santiago,,Jardins,São Gonçalo do Amarante,RN,,
05036-070,Rua Aquinos,,Água Branca,São Paulo,SP,,
59619-310,Rua Lili Duarte,,Abolição,Mossoró,RN,,
59617-340,Rua Ramiro Vasconcelos Santos,,Abolição,Mossoró,RN,,
63470-000,,,,Ererê,CE,,
59621-468,Rua Raimundo Andrade de Figueiredo,,Barrocas,Mossoró,RN,,
59295-578,Rua Anísio de Moura Rolim,,Olho D'agua,São Gonçalo do Amarante,RN,,
59143-115,Rua Professora Maria Ivone dos Santos,,Vale do Sol,Parnamirim,RN,,
59142-120,Rua São Luís,,Rosa dos Ventos,Parnamirim,RN,,
59612-180,Rua Eutiquiano Reis,,Abolição,Mossoró,RN,,
58600-000,,,,Santa Luzia,PB,,
59155-150,Rua Manoel Antônio Figueiredo,,Jardim Planalto,Parnamirim,RN,,
59293-399,Rua das Sempre Vivas,,Jardins,São Gonçalo do Amarante,RN,,
59144-355,Rua São Paulo,,Nova Esperança,Parnamirim,RN,,
59156-315,Rua Caminho de Pirambúzios,,Cajupiranga,Parnamirim,RN,,
59141-445,Rua Sevilla,,Rosa dos Ventos,Parnamirim,RN,,
59156-815,Rua Campos Verdes,,Cajupiranga,Parnamirim,RN,,
09110-000,Avenida Dom Pedro I,1110,Silveira,Santo André,SP,,
59621-410,Rua José de Almeida Machado,,Barrocas,Mossoró,RN,,
59143-270,Travessa José Serafim Nunes,,Vale do Sol,Parnamirim,RN,,
59158-903,Avenida das Américas 2400,,Parque das Nações,Parnamirim,RN,,
59626-580,Rua Odílio Pinto,,Rincão,Mossoró,RN,,
59620-420,Rua Antônio Epaminondas Medeiros,,Redenção,Mossoró,RN,,
59598-970,Rua Monsenhor José Tibúrcio 18,,Centro,Guamaré,RN,,
59146-130,Rua Lindalva Santiago,,Monte Castelo,Parnamirim,RN,,
62823-000,,,,Jaguaruana,CE,,
59633-330,Rua Benício Gago,,Alto de São Manoel,Mossoró,RN,,
58940-000,,,,São José de Piranhas,PB,,
59144-724,Avenida Tenente Lourival Figueira de Melo,,Nova Esperança,Parnamirim,RN,,
59615-488,Rua José Januário de Oliveira,,Santa Delmira,Mossoró,RN,,
59600-250,Rua Frei Miguelinho,515,Centro,Mossoró,RN,,
59616-560,Avenida América Fernandes Rosado Maia,,Santa Delmira,Mossoró,RN,,
59148-333,Rua Nossa Senhora Aparecida,,Emaús,Parnamirim,RN,,
59607-237,Rua Manoel Alves Pessoa Neto,,Aeroporto,Mossoró,RN,,
59625-320,Rua Sinhá Leite,,Presidente Costa e Silva,Mossoró,RN,,
59600-326,Rua Ocimar de Medeiros Xavier,,Alto da Conceição,Mossoró,RN,,
59607-685,Rua Vicente Fernandes,,Aeroporto,Mossoró,RN,,
59603-173,Rua Vicente Fernandes,,Doze Anos,Mossoró,RN,,
59604-200,Rua Jaem Menescal,,Lagoa do Mato,Mossoró,RN,,
59618-245,Rua Geraldo Couto,,Paredões,Mossoró,RN,,
59152-060,Rua Angico,,Nova Parnamirim,Parnamirim,RN,,
59158-178,Rua Deputado Arnóbio Abreu,,Parque das Nações,Parnamirim,RN,,
59619-715,Rua Luiz Gonzaga Arraes,,Santo Antônio,Mossoró,RN,,
59609-506,Rua Francisco Chagas do Nascimento,,Bela Vista,Mossoró,RN,,
59603-020,Rua Duodécimo Rosado,,Doze Anos,Mossoró,RN,,
59633-610,Rua Zezinho Firmino,,Alto do Sumaré,Mossoró,RN,,
59148-670,Rua Rio Ribeira,,Emaús,Parnamirim,RN,,
59152-053,Rua Sucupira,,Nova Parnamirim,Parnamirim,RN,,
59152-015,Rua Pessegueiros,,Nova Parnamirim,Parnamirim,RN,,
59155-290,Rua das Violetas,,Jardim Planalto,Parnamirim,RN,,
59625-220,Rua Rio Negro,,Alto de São Manoel,Mossoró,RN,,
59161-605,Rua José Cassimiro da Rocha,,Pirangi do Norte (Distrito Litoral),Parnamirim,RN,,
59628-438,Rua Dionísio Justino,,Dom Jaime Câmara,Mossoró,RN,,
59160-429,Rua Albacora,,Pium (Distrito Litoral),Parnamirim,RN,,
59609-470,Rua Suzana Tabosa do Egito,,Bela Vista,Mossoró,RN,,
59151-310,Rua Praia de Touros,,Nova Parnamirim,Parnamirim,RN,,
59298-680,Rua Diomedes Barbosa,,Regomoleiro,São Gonçalo do Amarante,RN,,
59142-810,Rua João Irineu Antunes,,Bela Parnamirim,Parnamirim,RN,,
59152-260,Rua Parelhas,,Nova Parnamirim,Parnamirim,RN,,
59298-093,Rua Vereador José Horácio e Góis,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59151-660,Rua das Mangueiras,,Nova Parnamirim,Parnamirim,RN,,
59614-250,Rua Maria Vieira Fernandes,,Abolição,Mossoró,RN,,
59141-100,Rua Dorothy de Moura Lima,,Santos Reis,Parnamirim,RN,,
59296-274,Rua Vereador Mauricio Fernandes,,Novo Amarante,São Gonçalo do Amarante,RN,,
59293-528,Rua Rosa Filomena,,Jardins,São Gonçalo do Amarante,RN,,
59616-708,Rua Maria do Socorro Freitas Oliveira,,Santa Delmira,Mossoró,RN,,
59151-570,Rua Grossos,,Nova Parnamirim,Parnamirim,RN,,
59640-272,Rua Hummer,,Santa Júlia,Mossoró,RN,,
59640-286,Rua Lamborghini,,Santa Júlia,Mossoró,RN,,
59615-362,Rua Máximo Romão dos Santos,,Santa Delmira,Mossoró,RN,,
59146-600,Rua Luiz Gonzaga Bezerril,,Parque de Exposições,Parnamirim,RN,,
59630-580,Rua Maria Rosa de Araújo,,Rincão,Mossoró,RN,,
59157-333,Rua Dayana Nascimento da Silva,,Cajupiranga,Parnamirim,RN,,
59619-630,Rua Antônio Cirilino,,Abolição,Mossoró,RN,,
59298-280,Rua Laura Martins,,Regomoleiro,São Gonçalo do Amarante,RN,,
59293-351,Rua José Barreiros Mateus,,Jardins,São Gonçalo do Amarante,RN,,
59149-195,Avenida Rio Água Vermelha,,Emaús,Parnamirim,RN,,
59618-610,Rua Delfim Moreira,,Bom Jardim,Mossoró,RN,,
59143-035,Rua Bertulina Antunes,,Vale do Sol,Parnamirim,RN,,
59296-283,Rua Nossa Senhora Conceição,,Novo Amarante,São Gonçalo do Amarante,RN,,
58723-000,,,,São José de Espinharas,PB,,
59600-323,Rua Manoel Firmino,,Alto da Conceição,Mossoró,RN,,
59615-490,Rua Aldo Damião,,Santa Delmira,Mossoró,RN,,
59153-035,Rua Baía de Guanabara,,Nova Parnamirim,Parnamirim,RN,,
59298-613,Travessa São Sebastião,,Regomoleiro,São Gonçalo do Amarante,RN,,
74820-290,Rua 1016,,Setor Pedro Ludovico,Goiânia,GO,,
59296-400,Rua Aroeira,,Novo Amarante,São Gonçalo do Amarante,RN,,
59156-222,Rua Caminho da Lapa,,Cajupiranga,Parnamirim,RN,,
59145-838,Rua Jonas M. Marinho,,Passagem de Areia,Parnamirim,RN,,
59611-370,Rua Cícero Gadê,,Nova Betânia,Mossoró,RN,,
59148-736,Rua Rio Paraguai,,Emaús,Parnamirim,RN,,
59296-566,Rua Aracati,,Amarante,São Gonçalo do Amarante,RN,,
59618-035,Avenida Jerônimo Dix-Neuf Rosado,,Paredões,Mossoró,RN,,
59144-352,Rua São João,,Nova Esperança,Parnamirim,RN,,
59155-233,Rua Albatroz,,Jardim Planalto,Parnamirim,RN,,
59144-120,Rua Parque Guarapiranga,,Nova Esperança,Parnamirim,RN,,
59142-220,Rua Presidente Venceslau Brás,,Santa Tereza,Parnamirim,RN,,
59643-256,Rua Caraúbas,,Itapetinga,Mossoró,RN,,
59291-691,Rua Odilon Pereira de Matos,,Centro,São Gonçalo do Amarante,RN,,
59633-670,Rua Damião Rodrigues de Souza,,Alto do Sumaré,Mossoró,RN,,
59140-023,Avenida Piloto Pereira Tim,,Centro,Parnamirim,RN,,
59152-050,Rua Peroba,,Nova Parnamirim,Parnamirim,RN,,
59299-971,Rua Santo Antônio s/n,,Oiteiros,Oiteiros (São Gonçalo do Amarante),RN,,
59155-680,Rua Padre Carlos de Toledo e Melo,,Liberdade,Parnamirim,RN,,
59152-040,Rua Araça,,Nova Parnamirim,Parnamirim,RN,,
59144-570,Rua Guatemala,,Nova Esperança,Parnamirim,RN,,
59155-490,Rua Gonçalves Ledo,,Jardim Planalto,Parnamirim,RN,,
59619-490,Rua Osmírio Juvino,,Abolição,Mossoró,RN,,
59616-670,Rua Dedé do Gesso,,Santa Delmira,Mossoró,RN,,
59631-192,Rua Maria Neura de Melo Freitas,,Alto de São Manoel,Mossoró,RN,,
59157-280,Rua Valdemir Peixoto de Vasconcelos,,Cajupiranga,Parnamirim,RN,,
59612-045,Rua Dona Lidinha Falcão,,Bela Vista,Mossoró,RN,,
59615-356,Rua Flores de Álcalis,,Santa Delmira,Mossoró,RN,,
59151-720,Rua São Gabriel,,Nova Parnamirim,Parnamirim,RN,,
59291-625,Avenida Alexandre Cavalcanti,,Centro,São Gonçalo do Amarante,RN,,
59150-368,Rua Eça de Queiroz,,Nova Parnamirim,Parnamirim,RN,,
59152-012,Rua dos Bambus,,Nova Parnamirim,Parnamirim,RN,,
59149-210,Avenida Rio Taborda,,Emaús,Parnamirim,RN,,
59144-794,Rua Jardins Paulista,,Nova Esperança,Parnamirim,RN,,
59633-210,Rua Agrônomo Assis Reinaldo,,Planalto Treze de Maio,Mossoró,RN,,
59141-020,Rua Francisco Wilson,,Santos Reis,Parnamirim,RN,,
59144-695,Rua Dominicana,,Nova Esperança,Parnamirim,RN,,
59156-750,Rua Campo dos Girassóis,,Cajupiranga,Parnamirim,RN,,
08584-190,Rua Calaveras,,Parque Residencial Califórnia,Itaquaquecetuba,SP,,
55592-000,,,,Nossa Senhora do Ó (Ipojuca),PE,,
59607-720,Rua Ricardo Lima,,Aeroporto,Mossoró,RN,,
59630-440,Rua Professora Mitzi Mendonça,,Rincão,Mossoró,RN,,
59150-270,Rua dos Canários,,Nova Parnamirim,Parnamirim,RN,,
59612-820,Rua Dona Nicássia Oliveira,,Abolição,Mossoró,RN,,
59144-184,Rua Parque Itacolomi,,Nova Esperança,Parnamirim,RN,,
59144-333,Rua Antônio Praxedes do Nascimento,,Nova Esperança,Parnamirim,RN,,
49580-000,,,,Areia Branca,SE,,
59144-152,Rua Parque Itapoã,,Nova Esperança,Parnamirim,RN,,
59615-330,Rua João Fernandes da Costa,,Santa Delmira,Mossoró,RN,,
59140-025,Travessa Tenente Medeiros,,Centro,Parnamirim,RN,,
59296-671,Rua Timon,,Amarante,São Gonçalo do Amarante,RN,,
59614-440,Rua Coronel Jacinto Tavares,,Abolição,Mossoró,RN,,
59140-285,Rua Tenente Osório,,Centro,Parnamirim,RN,,
59153-330,Rua Teotônio Rodrigues da Silva,,Parque do Jiqui,Parnamirim,RN,,
59148-686,Rua Rio Parnaíba,,Emaús,Parnamirim,RN,,
03388-020,Rua Marcolino Fagundes,,Vila Primavera,São Paulo,SP,,
59157-323,Rua Hélio Luiz Fialho de Andrade,,Cajupiranga,Parnamirim,RN,,
59158-220,Avenida Brasil,,Parque das Nações,Parnamirim,RN,,
59291-225,Rua Atanásio Salustino do Nascimento,,Santa Terezinha,São Gonçalo do Amarante,RN,,
59293-576,Rua Bela Vista,,Jardins,São Gonçalo do Amarante,RN,,
59152-760,Rua Wanderley W. de Barros,,Nova Parnamirim,Parnamirim,RN,,
59293-822,Rua Genesiano Cardoso,,Jardins,São Gonçalo do Amarante,RN,,
59294-501,Rua Manoel Nazareno Nogueira,,Jardins,São Gonçalo do Amarante,RN,,
59156-350,Rua Caminho de Barra de Cunhaú,,Cajupiranga,Parnamirim,RN,,
59150-485,Rua Alameda das Flores,,Nova Parnamirim,Parnamirim,RN,,
59293-030,Rua José Bonifácio,,Jardins,São Gonçalo do Amarante,RN,,
59140-120,Rua Capitão César,,Centro,Parnamirim,RN,,
77006-492,Quadra ARNE 53 Alameda 10,,Plano Diretor Norte,Palmas,TO,,
59619-590,Rua Expedicionário José Benjamin,,Abolição,Mossoró,RN,,
59633-150,Rua Zeca Matias,,Planalto Treze de Maio,Mossoró,RN,,
59603-080,Rua Benjamin Constant,343,Doze Anos,Mossoró,RN,,
59618-683,Travessa Nilo Peçanha,,Bom Jardim,Mossoró,RN,,
59154-095,Rua Parque das Cordilheiras,,Parque das Árvores,Parnamirim,RN,,
59616-400,Rua Sebastião Justino,,Santa Delmira,Mossoró,RN,,
59155-500,Rua da Independência,,Jardim Planalto,Parnamirim,RN,,
59631-120,Rua Bodoca,,Alto de São Manoel,Mossoró,RN,,
59621-600,Rua Estudante Edson Nunes de Araújo,,Santo Antônio,Mossoró,RN,,
59144-390,Estrada para Japecanga,,Nova Esperança,Parnamirim,RN,,
59612-206,Rua Jean Jerfferson Diógenes e Medeiros,,Nova Betânia,Mossoró,RN,,
59156-221,Rua Caminho das Algas,,Cajupiranga,Parnamirim,RN,,
59151-914,Avenida Abel Cabral 1245,,Nova Parnamirim,Parnamirim,RN,,
59613-820,Rua Francisco Canindé dos Santos,,Monsenhor Américo,Mossoró,RN,,
59151-770,Rua Alameda dos Eucaliptos,,Nova Parnamirim,Parnamirim,RN,,
59147-603,Rua Tunísia,,Vida Nova,Parnamirim,RN,,
04041-002,Avenida Onze de Junho,632,Vila Clementino,São Paulo,SP,,
59609-820,Rua Praia de Punaú,,Bela Vista,Mossoró,RN,,
59158-224,Rua Argentina,,Parque das Nações,Parnamirim,RN,,
59296-488,Rua Berilo,,Amarante,São Gonçalo do Amarante,RN,,
59631-365,Avenida Olivério Olímpio Neto,,Planalto Treze de Maio,Mossoró,RN,,
59604-455,Rua Irineu de Andrade,,Belo Horizonte,Mossoró,RN,,
59631-160,Rua Dona Delourdes Montes,,Alto de São Manoel,Mossoró,RN,,
59619-750,Rua Antônio Holanda Montenegro,,Santo Antônio,Mossoró,RN,,
59157-175,Rua Antônio Francisco da Silva,,Cajupiranga,Parnamirim,RN,,
59640-270,Rua Honda,,Santa Júlia,Mossoró,RN,,
59295-886,Rua do Cajueiro,,Golandim,São Gonçalo do Amarante,RN,,
59614-710,Rua Santa Cristina,,Santa Delmira,Mossoró,RN,,
59298-824,Rua Epitácio Marinho de Carvalho,,Regomoleiro,São Gonçalo do Amarante,RN,,
59612-635,Rua Irene Carlos Paiva,,Nova Betânia,Mossoró,RN,,
99010-000,Avenida Brasil,879,Centro,Passo Fundo,RS,,
59603-180,Rua Adauta Pinheiro,,Doze Anos,Mossoró,RN,,
58297-000,,,,Rio Tinto,PB,,
59631-390,Rua Tore,,Planalto Treze de Maio,Mossoró,RN,,
59613-780,1ª Rua João Batista Martins,,Monsenhor Américo,Mossoró,RN,,
59148-740,Rua Rio Igarassú,,Emaús,Parnamirim,RN,,
59293-891,Rua Luiza Soares Mendonça,,Jardins,São Gonçalo do Amarante,RN,,
59157-196,Rua Josefa Alves da Silva,,Cajupiranga,Parnamirim,RN,,
59628-612,Rua Coronel Germano,,Dom Jaime Câmara,Mossoró,RN,,
59157-236,Rua Nazaré Maria Pinto,,Cajupiranga,Parnamirim,RN,,
59141-640,Rua São Sebastião,,Rosa dos Ventos,Parnamirim,RN,,
59146-570,Rua da Ametista,,Parque de Exposições,Parnamirim,RN,,
59143-050,Rua Cícero José dos Santos,,Vale do Sol,Parnamirim,RN,,
59296-473,Rua Manganês,,Amarante,São Gonçalo do Amarante,RN,,
59156-793,Rua Campo das Pedras,,Cajupiranga,Parnamirim,RN,,
59155-340,Rua Celso Anacleto da Silva,,Jardim Planalto,Parnamirim,RN,,
59628-350,Rua Desembargador Silvino Bezerra,,Presidente Costa e Silva,Mossoró,RN,,
59156-798,Rua Campo da Paz,,Cajupiranga,Parnamirim,RN,,
59293-009,Avenida Firmino Moura,,Jardins,São Gonçalo do Amarante,RN,,
59600-751,Rua José Eduardo Pereira,,Belo Horizonte,Mossoró,RN,,
59149-160,Rua Rio Apodi,,Emaús,Parnamirim,RN,,
59295-581,Rua Leonor Bezerra da Silva,,Olho D'agua,São Gonçalo do Amarante,RN,,
59146-619,Rua Laranjeiras,,Parque de Exposições,Parnamirim,RN,,
59295-572,Rua Benedito Luiz da Silva,,Olho D'agua,São Gonçalo do Amarante,RN,,
59294-006,Rua Francisco Ivanílton Cavalcante,,Jardins,São Gonçalo do Amarante,RN,,
59297-285,Rua Hangar,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59625-150,Rua José de Souza,,Alto de São Manoel,Mossoró,RN,,
59144-590,Rua El Salvador,,Nova Esperança,Parnamirim,RN,,
59628-825,Rua Cristina Gomes Paulino,,Dom Jaime Câmara,Mossoró,RN,,
59605-155,Rua Eudes Ferreira de Oliveira,,Boa Vista,Mossoró,RN,,
59607-812,Rua Firmino Ferreira Gomes,,Aeroporto,Mossoró,RN,,
59603-320,Rua Sebastião Dias,,Nova Betânia,Mossoró,RN,,
90160-091,Avenida Ipiranga,1828,Azenha,Porto Alegre,RS,,
59144-743,Rua Santa Basília,,Nova Esperança,Parnamirim,RN,,
59607-420,Rua República do Peru,,Nova Betânia,Mossoró,RN,,
59628-651,Rua dos Lírios,,Dom Jaime Câmara,Mossoró,RN,,
59609-405,Rua Valdomiro Pereira Nunes,,Bela Vista,Mossoró,RN,,
59160-660,Rua João Teixeira,,Pium (Distrito Litoral),Parnamirim,RN,,
59150-060,Rua Macaíba,,Nova Parnamirim,Parnamirim,RN,,
59618-570,Rua Prudente de Morais,,Bom Jardim,Mossoró,RN,,
59157-270,Rua Maria Rozália Rocha de Araújo,,Cajupiranga,Parnamirim,RN,,
59612-136,Rua Sobrinho Ferreira,,Nova Betânia,Mossoró,RN,,
59158-208,Rua Doutor Percílio Alves de Oliveira,,Parque das Nações,Parnamirim,RN,,
59611-380,Rua Manoel Cristino de Morais,,Nova Betânia,Mossoró,RN,,
59291-198,Rua Nossa Senhora Imaculada Conceição,,Santa Terezinha,São Gonçalo do Amarante,RN,,
59149-125,Rua Rio Paraíba do Sul,,Emaús,Parnamirim,RN,,
59152-030,Rua Açucena,,Nova Parnamirim,Parnamirim,RN,,
59294-480,Rua Sebastiana Benevides de Oliveira,,Jardins,São Gonçalo do Amarante,RN,,
59609-330,Rua Cláudio Roberto Fernandes de Medeiros,,Bela Vista,Mossoró,RN,,
59141-395,Rua Oscarina Maria da Conceição,,Rosa dos Ventos,Parnamirim,RN,,
59291-712,Rua Ismael Cardoso,,Centro,São Gonçalo do Amarante,RN,,
59140-015,Rua Nossa Senhora de Fatima,,Centro,Parnamirim,RN,,
58278-000,,,,Jacaraú,PB,,
59628-784,Rua Antônio Pompílio de Albuquerque,,Dom Jaime Câmara,Mossoró,RN,,
59618-750,Rua Melo Franco,,Bom Jardim,Mossoró,RN,,
59612-340,Rua Cesarina Leite,,Abolição,Mossoró,RN,,
59298-180,Rua Antônio Medeiros da Costa,,Regomoleiro,São Gonçalo do Amarante,RN,,
59296-048,Rua Santo Antônio,,Golandim,São Gonçalo do Amarante,RN,,
59152-740,Rua Potilândia,,Nova Parnamirim,Parnamirim,RN,,
59141-090,Rua Cruzeiro do Sul,,Santos Reis,Parnamirim,RN,,
59607-234,Rua Zeca de Belo,,Aeroporto,Mossoró,RN,,
59155-612,Travessa Padre Feijó,,Liberdade,Parnamirim,RN,,
59615-580,Rua Maria Nunes da Silva,,Santa Delmira,Mossoró,RN,,
59149-230,Rua Rio Açú,,Emaús,Parnamirim,RN,,
59145-835,Travessa Pires de Campos,,Passagem de Areia,Parnamirim,RN,,
59144-098,Rua Francisco Paiva,,Nova Esperança,Parnamirim,RN,,
59607-232,Rua Joviniano Cosmo da Rocha,,Aeroporto,Mossoró,RN,,
95150-000,,,,Nova Petrópolis,RS,,
59293-861,Rua Severino José de Lima,,Jardins,São Gonçalo do Amarante,RN,,
59643-250,Rua Caicó,,Itapetinga,Mossoró,RN,,
59618-625,Travessa Francisco Pereira da Silva Café,,Bom Jardim,Mossoró,RN,,
59152-903,Avenida Maria Lacerda Montenegro 515,,Nova Parnamirim,Parnamirim,RN,,
59141-120,Rua Ex-Combatente Eugênio Lopes,,Santos Reis,Parnamirim,RN,,
59615-350,Rua João Simão do Nascimento,,Santa Delmira,Mossoró,RN,,
59144-290,Rua Maria Graciano da Luz,,Nova Esperança,Parnamirim,RN,,
59146-470,Rua Alcides Jerônimo Freire,,Parque de Exposições,Parnamirim,RN,,
59633-030,Rua Zé Bilau,,Alto de São Manoel,Mossoró,RN,,
59612-135,Rua Hildete Cavalcante de Freitas,,Abolição,Mossoró,RN,,
59607-475,Rua Dona Francisca Rodrigues dos Santos,,Nova Betânia,Mossoró,RN,,
59145-140,Rua Luiz Soares da Câmara,,Passagem de Areia,Parnamirim,RN,,
59148-295,Rua Santa Luzia,,Emaús,Parnamirim,RN,,
59632-206,Rua Urano,,Alto do Sumaré,Mossoró,RN,,
59295-898,Rua El Shadai,,Golandim,São Gonçalo do Amarante,RN,,
59156-486,Rua Manoel Pereira,,Cajupiranga,Parnamirim,RN,,
12306-360,Rua das Primulas,,Jardim Primavera,Jacareí,SP,,
59141-005,Rua Suboficial Farias,,Santos Reis,Parnamirim,RN,,
59141-820,Rua Manoel Leopoldo,,Rosa dos Ventos,Parnamirim,RN,,
59296-883,Rua do Mangueirão,,Jardim Lola,São Gonçalo do Amarante,RN,,
59293-213,Rua Alonso Ferreira,,Jardins,São Gonçalo do Amarante,RN,,
59144-760,Rua Santa Celina,,Nova Esperança,Parnamirim,RN,,
59621-490,Rua Francisca Morais da Silva,,Santo Antônio,Mossoró,RN,,
69079-015,Rua Belém,,São Francisco,Manaus,AM,,
59604-439,Rua São José,,Belo Horizonte,Mossoró,RN,,
05569-060,Rua Lucídio Marcondes Souza,,Jardim João XXIII,São Paulo,SP,,
59148-630,Rua Joana D'Arc,,Emaús,Parnamirim,RN,,
09770-000,Avenida Francisco Prestes Maia,,Centro,São Bernardo do Campo,SP,,
59610-140,Rua Venceslau Braz,,Centro,Mossoró,RN,,
59628-720,Rua Julinha Paula,,Presidente Costa e Silva,Mossoró,RN,,
59296-024,Rua São Luiz,,Golandim,São Gonçalo do Amarante,RN,,
59631-464,Rua Raimundo da Silva Negreiros,,Planalto Treze de Maio,Mossoró,RN,,
59616-673,Rua Félix José de Morais,,Santa Delmira,Mossoró,RN,,
59298-440,Avenida Ygor Bruno de Albuquerque Campos,,Regomoleiro,São Gonçalo do Amarante,RN,,
59160-630,Rua das Rosas,,Pium (Distrito Litoral),Parnamirim,RN,,
59615-170,Rua Francisco Neto Pinto,,Santa Delmira,Mossoró,RN,,
59151-030,Rua Expedicionário José Monteiro,,Nova Parnamirim,Parnamirim,RN,,
59631-380,Rua Farias,,Planalto Treze de Maio,Mossoró,RN,,
59632-167,Rua Francisco das Chagas de Medeiros,,Alto do Sumaré,Mossoró,RN,,
59621-512,Rua Dina de Souza Meneses,,Santo Antônio,Mossoró,RN,,
59614-220,Rua Idalino Costa,,Abolição,Mossoró,RN,,
59607-135,Avenida Diocesana,,Aeroporto,Mossoró,RN,,
59616-695,Rua Professora Maria José Falcão,,Santa Delmira,Mossoró,RN,,
63660-000,,,,Tauá,CE,,
59298-631,Rua Macaíba,,Regomoleiro,São Gonçalo do Amarante,RN,,
59604-423,Travessa Antão Rodrigues,,Belo Horizonte,Mossoró,RN,,
59150-166,Rua Serrânia,,Nova Parnamirim,Parnamirim,RN,,
59144-812,Rua Jardins da Serra,,Nova Esperança,Parnamirim,RN,,
79490-000,,,,São Gabriel do Oeste,MS,,
59141-615,Rua Distrito Federal,,Rosa dos Ventos,Parnamirim,RN,,
59148-693,Rua Rio Solimões,,Emaús,Parnamirim,RN,,
59141-135,Rua Padre Manoel da Nóbrega Santos,,Santos Reis,Parnamirim,RN,,
17350-000,,,,Igaraçu do Tietê,SP,,
59152-280,Rua Poço Branco,,Nova Parnamirim,Parnamirim,RN,,
