cep,udh
59090-455,1240810200013
59615-160,
59114-111,1240810200005
59014-555,1240810200001
59633-310,
59633-855,
59640-278,
59151-480,1240325100021
59073-236,1240810200056
59069-310,1240810200017
59073-640,
59633-170,
59056-456,
85760-000,
59611-813,
59056-060,1240810200020
59106-470,
59197-446,
59080-640,
59607-610,
58410-160,
59074-574,1240810200049
59060-415,1240810200041
59157-406,1240325100005
59129-434,1240810200006
05231-130,
59150-786,1240325100021
59122-041,1240810200057
59606-440,
59097-170,
59622-070,
59611-430,
59625-574,
59633-490,
59115-155,1240810200055
59062-220,1240810200041
59122-042,1240810200057
58032-010,
59090-010,1240810200012
59293-864,1241200500016
59171-710,
59041-004,
59030-620,1240810200032
59141-092,1240325100031
52190-000,
59625-061,
59290-285,1241200500001
59139-260,1240810200059
59293-834,1241200500016
61600-000,
59060-740,1240810200046
59579-000,
59084-580,
59144-250,1240325100019
59135-540,1240810200059
58465-000,
59146-400,1240325100001
90200-310,
59296-226,1241200500001
59605-440,
59123-240,1240810200008
59148-145,
59150-423,1240325100021
59054-631,1240325100021
59139-010,1240810200059
58701-710,
59146-363,1240325100019
59114-736,1240810200005
59054-645,1240810200018
59062-331,
59072-340,1240810200049
59150-765,1240325100021
22793-100,
06186-010,
59174-006,
59138-660,1240810200004
59298-312,1241200500010
29000-000,
59135-450,1240810200059
24400-000,
59296-614,1241200500001
59139-483,1240810200004
59074-811,1240810200048
59090-324,1240810200011
59050-300,1240810200045
59612-190,
59115-583,1240810200005
59160-415,1240325100019
59010-103,
59135-718,1240810200006
59612-065,
59115-691,1240810200005
59619-230,
59205-000,
06602-150,
55700-000,
59104-298,1240810200056
59628-460,
59072-871,1240810200048
59175-705,
59094-180,1240810200013
59290-205,1241200500001
59020-065,1240810200001
59606-353,
59144-035,1240325100020
59620-311,
59142-723,1240325100003
59749-200,
59296-268,1241200500022
07477-368,
59613-750,
59046-380,
59104-317,1240810200053
59068-312,
59025-350,1240810200035
75819-000,
59114-196,1240810200056
59258-160,
59037-230,1240810200031
59141-380,1240325100029
59122-499,1240810200058
59045-125,
59145-610,1240325100025
59503-000,
59114-325,1240810200005
59600-230,
59090-268,1240810200013
59290-241,1241200500001
59613-000,
59295-480,1241200500008
59297-456,1241200500001
59133-345,1240810200059
58704-000,
59156-828,1240325100005
58620-000,
59082-960,
59115-662,1240810200005
59139-344,1240810200004
59037-030,1240810200031
59080-020,1240810200019
59296-865,1240810200046
59065-222,
59104-251,1240810200053
59104-246,1240810200056
59144-380,1240325100020
59290-814,
59140-620,1240325100004
59078-045,1240810200013
59078-030,
59064-245,1240810200022
59296-572,1241200500022
59074-852,1240810200049
59036-005,
59069-380,1240810200017
59131-770,1240810200059
63620-000,
59032-050,1240810200031
59074-315,1240810200049
56068-300,
59135-440,1240810200004
59140-660,1240325100009
59082-354,1240810200013
59149-194,
59140-385,1240325100004
59129-748,1240810200006
59073-274,1240810200045
59620-380,
59065-240,1240810200021
59113-410,
59628-500,
59108-440,1240810200053
60840-385,
59025-590,1240810200035
59084-190,1240810200013
59153-345,1240325100016
59149-612,1240325100033
59619-300,
59114-207,1240810200056
59633-240,
59063-320,1240810200020
59134-080,1240810200008
54400-620,
59076-730,1240810200013
59125-343,1240810200053
59073-203,1240810200042
59072-772,1240810200049
59014-615,
59614-500,
59298-673,1241200500001
59299-801,
59101-110,
59294-158,
59120-190,1240810200053
59112-970,
59297-777,1241200500001
59072-142,1240810200049
59580-970,1240750000001
59160-720,1240325100027
59265-000,
59123-275,1240810200008
59115-621,1240810200005
59107-035,1240810200053
59076-640,1240810200015
59614-360,
59162-210,
59291-589,1241200500001
59150-170,
59114-078,1240810200005
59144-375,1240325100020
59129-805,1240810200004
59035-220,1240810200041
59615-250,
92200-035,
59139-445,1240810200004
59157-360,1240325100015
59072-170,1240810200049
09871-315,
59054-690,1240810200018
59115-510,1240810200056
59052-425,1240810200051
59114-184,1240810200005
64110-000,
05908-005,
59604-120,
59125-480,1240810200053
59062-048,1240810200041
59139-060,1240810200059
59142-655,
59600-070,
59616-370,
59208-961,
59614-401,
55955-000,
59155-170,1240325100015
59622-455,
59114-108,1240810200056
59090-272,1240810200012
59123-343,1240810200008
59133-335,1240810200059
01416-000,
59139-325,1240810200004
59314-000,
59073-620,1240810200042
59052-192,1240810200041
75955-000,
58000-280,
59060-500,1240810200041
59073-113,1240810200042
60830-635,
59070-170,1240810200041
59295-123,1241200500001
56965-000,
59297-653,
55460-000,
59080-040,1240810200013
59010-686,1240810200030
59073-293,1240810200042
59296-223,1241200500008
59120-630,1240810200053
59290-213,1241200500001
59632-125,
50751-330,
59600-453,
59628-646,
59122-034,1240810200057
59114-033,1240810200005
59600-105,
59050-400,
59144-849,
59122-486,1240810200058
67171-753,
59665-009,
06786-447,
59621-448,
59104-204,
53152-640,
04858-080,
59600-720,
20961-030,
59296-638,1241200500001
79064-110,
59100-150,
58735-000,
59615-418,
59625-330,
59634-106,
59031-130,1240810200046
59617-215,
59122-010,1240810200058
53210-840,
59008-010,
59941-075,
59014-360,1240810200002
59631-533,
59123-033,1240810200008
57122-180,
58077-148,
56500-000,
59092-754,
58038-470,
59156-845,1240325100005
59617-310,
22451-362,
68903-230,
59243-609,
59293-555,1241200500016
58084-000,
59142-823,1240325100003
59143-135,1240325100032
59123-295,1240810200008
59616-110,
59631-010,
59296-381,
59602-046,
59625-607,
59625-748,
58167-000,
59297-402,
59295-093,1241200500001
59115-730,1240810200056
59600-120,
59090-100,
59115-559,1240810200005
59020-255,1240810200001
59035-556,1240810200041
59157-345,1240325100023
59596-515,
59136-290,1240810200004
59628-614,
59806-005,
59132-570,1240810200059
59000-002,
59620-210,
59625-333,
59790-450,
59035-010,1240810200045
59155-250,1240325100015
59191-650,
22213-163,
59144-526,1240325100020
59605-250,
59260-500,
59153-146,
59633-346,
59612-123,
59607-650,
59293-501,1241200500017
59129-588,1240810200006
59630-050,
59052-410,1240810200041
59112-680,1240810200053
59030-070,1240810200035
59150-168,1240810200016
59440-971,
59297-758,
59090-321,1240810200011
59031-805,1240810200031
59297-207,1241200500001
03960-050,
60455-160,
59136-050,1240810200004
59297-535,1241200500001
59625-530,
59104-370,1240810200053
59619-560,
59152-195,1240325100008
59949-000,
59149-322,
59040-330,1240810200031
59628-245,
59037-430,1240810200031
59625-734,
59635-353,
59090-590,1240810200013
59619-705,
59046-450,
59046-475,
59115-677,1240810200005
59158-238,1240325100028
59146-010,1240325100031
59607-169,
59037-803,1240810200031
04864-240,
59607-526,
59124-680,1240810200053
59175-740,
59054-055,1240810200041
59121-100,
59060-265,1240810200046
59114-120,1240810200056
59144-615,1240810200013
59072-265,1240810200049
59114-154,1240810200005
59618-250,
59120-546,1240810200053
59612-660,
01130-193,
59668-971,
59090-527,1240810200013
59023-020,
59030-550,1240810200032
59065-320,1240810200041
59069-025,1240810200017
59084-290,1240810200016
59138-605,1240810200004
59144-346,1240325100020
59090-082,
59056-020,1240810200020
95960-000,
59628-525,
74000-000,
59148-780,1240325100012
59124-740,1240810200053
59010-640,1240325100031
59114-312,1240810200005
59625-660,
59159-485,1240325100028
59633-076,
59035-025,1240810200045
83605-750,
59290-050,
59626-150,
59060-124,1240810200046
59064-905,1240810200021
59025-290,1240810200035
59073-269,1240810200042
59293-483,1241200500017
59298-991,1241200500001
59610-130,
52082-200,
59089-415,
59062-120,1240810200041
59149-576,1240325100033
59020-460,1240810200032
59607-477,
59607-082,
59106-102,1240810200056
13060-112,
58015-250,
59142-135,1240325100030
59190-001,
59004-085,
59074-355,1240810200049
56323-835,
59086-490,1240810200016
59144-773,1240325100020
59115-653,1240810200005
59662-040,
59632-181,
59020-022,
59122-640,1240810200058
59139-312,1240810200004
59040-450,1240810200031
59616-568,
59633-005,
59108-306,1240810200053
59619-580,
59151-416,
59090-030,1240810200041
59048-420,
59035-200,
59088-320,1240810200016
59290-851,1241200500001
59050-210,1240810200046
59055-455,
59123-315,1240810200008
59115-512,1240810200053
59293-054,1241200500016
59040-035,1240810200035
59055-760,
59076-120,1240810200020
59631-455,
59042-245,1240810200005
59100-850,
59298-667,1241200500023
59147-520,1240325100017
56618-060,
59047-160,
59141-141,
59612-067,
59297-732,1241200500001
04560-000,
59138-580,1240810200059
59149-100,1240325100024
59019-330,
59143-403,
59080-670,
59012-010,1240810200033
59127-420,1240810200053
59144-144,1240325100020
59150-070,1240325100021
58125-000,
59733-710,
59622-160,
59124-720,1240810200053
59161-590,1240325100026
59628-480,
59296-548,1241200500022
59040-242,1240810200041
59291-138,
59112-530,1240810200053
59632-276,
08375-000,
59072-414,1240810200049
59122-346,1240810200058
15091-270,
59146-141,
59149-401,1240325100028
59616-763,
59073-198,1240810200042
59070-010,
59094-060,1240810200013
59650-001,
59633-075,
59295-560,1241200500018
59294-588,1241200500017
59672-465,
59620-618,
59072-116,1240810200049
59633-530,
59509-000,
59143-453,
59293-198,1241200500017
59200-970,
59133-373,1240810200008
38415-402,
59084-260,1240810200016
58040-300,
59600-397,
09695-970,
59073-010,
59063-250,
59035-251,1240810200041
56162-000,
50073-230,
59074-382,
59010-990,1240810200029
59607-818,
59040-420,1240810200031
59626-100,
59127-270,1240810200053
59600-488,
59162-006,
59604-040,
56607-500,
13902-324,
59115-686,1240810200056
59607-840,
60110-000,
59122-306,1240810200058
59134-081,1240810200053
59012-141,1240810200030
59150-255,1240325100021
59615-690,
34290-000,
59992-000,
50068-310,
03386-030,
59144-195,1240325100020
59120-645,1240810200053
59920-540,
59604-454,
59622-735,
59074-480,
59072-645,1240810200048
59296-590,1241200500022
59160-815,1240325100027
56607-060,
59005-050,
69910-585,
59067-835,1240810200019
59014-221,1240810200003
59600-350,
59609-440,
59625-082,
59297-258,1241200500001
88801-400,
58800-970,
59122-155,1240810200058
53000-000,
59067-310,1240810200019
59615-310,
59604-453,
56650-000,
59149-293,1240325100028
59157-365,1240325100005
59022-290,1240810200035
59156-495,1240325100005
58400-970,
59295-623,
59065-710,1240810200021
59051-970,
59129-585,1240810200006
59133-165,1240810200058
59625-756,
59122-376,1240810200058
59885-000,
97043-580,
59122-081,1240810200058
59114-610,1240810200055
59155-785,1240325100018
69073-140,
67292-941,
59293-648,1241200500016
59060-104,1240810200046
59625-076,
59064-640,1240810200021
59160-430,1240325100027
65075-000,
59090-452,
56655-500,
59628-210,
59625-340,
59094-625,1240810200016
59628-340,
59614-620,
59123-312,1240810200008
59139-925,
59093-402,
59114-012,1240810200056
59614-830,
59062-199,1240810200041
59149-558,1240325100033
59084-160,1240810200013
59050-330,1240810200046
59160-140,
59000-650,
59625-031,
59120-530,1240810200053
59074-841,
59142-370,1240325100003
59142-708,1240325100003
59114-676,1240810200005
59073-089,1240360800001
59293-531,1241200500017
59616-070,
59607-580,
59084-140,1240810200016
59626-620,
59067-040,
59634-130,
59084-170,1240810200013
59070-762,
59090-160,1240810200013
59112-140,1240810200053
59088-903,1240810200016
57145-770,
68905-510,
59133-133,1240810200008
26525-000,
59604-435,
59293-036,1241200500017
50065-590,
59614-487,
59115-039,1240810200005
59114-332,1240810200005
59135-270,1240810200059
59140-775,1240325100009
59614-840,
59624-090,
59297-271,
59133-116,1240810200059
59100-118,
59155-330,
59112-380,1240810200053
59147-460,1240325100019
59150-663,1240325100021
59148-760,1240325100012
59144-670,1240325100020
59127-030,1240810200053
59150-642,1240325100021
59151-585,1240325100021
50670-260,
59122-251,
59612-840,
59622-030,
59616-190,
58155-140,
59614-530,
83206-225,
59296-322,1241200500008
59056-295,1240810200020
23547-010,
59628-338,
59632-174,
55155-370,
55435-000,
59100-025,
36086-640,
59564-000,
59595-920,
59111-095,
07500-000,
59014-285,1240810200002
59417-800,
45600-901,
09541-520,
59140-555,1240325100004
59634-133,
56164-000,
66820-000,
59151-912,
59469-000,
59294-423,1241200500017
59003-620,
13506-855,
59147-616,
59080-190,1240810200041
59090-322,1240810200011
59291-619,1241200500015
59128-000,
59120-720,1240810200053
56520-000,
59122-415,1240810200058
59114-087,1240810200056
59045-000,
59625-498,
68908-973,
58062-180,
59147-090,1240325100017
59127-600,1240810200053
59618-051,
59296-379,
59245-618,
52152-822,
59161-465,1240325100026
52011-090,
59633-705,
59592-020,
59138-612,
89663-000,
32110-530,
59065-280,1240810200021
59139-825,1240810200006
59605-285,
59161-040,
63500-000,
59162-200,
59113-010,
77300-000,
58064-683,
59612-710,
59522-000,
59159-673,
59818-770,
59646-337,
59076-080,1240810200020
59148-634,
59603-060,
59628-685,
59090-600,1240810200012
59073-461,1240810200042
22743-051,
59122-483,1240810200058
59047-060,
59120-245,
59140-543,
59022-060,1240810200032
59296-436,1241200500006
59603-440,
59141-125,1240325100025
59152-522,
59040-063,
59146-644,1240325100001
59066-740,
59000-550,
59071-490,1240810200041
59154-600,
59069-660,1240810200019
49740-000,
59633-740,
59156-225,1240325100005
59052-600,
59122-524,1240810200058
59217-290,
59114-242,1240810200056
59631-522,
59291-676,1241200500001
65031-309,
59695-991,
06455-020,
53612-085,
59076-780,1240810200015
59619-570,
59614-750,
60361-050,
59114-359,1240810200056
59060-144,1240810200046
59600-480,
59073-097,1240810200048
59073-143,1240810200042
59139-565,1240810200059
59666-666,
59607-085,
59607-175,
59122-700,1240810200058
59625-033,
59605-008,
59012-520,1240810200033
59012-032,
62685-000,
59056-901,1240810200020
59297-150,1241200500001
53190-000,
59612-127,
59049-000,
59016-200,
59131-450,1240810200059
59161-410,1240325100026
59082-971,1240810200013
59073-294,1240810200042
59600-023,
59152-390,
59188-800,
59293-888,
59296-569,1241200500022
11088-181,
59628-032,
59662-564,
59075-670,
59138-650,1240810200059
59127-620,1240810200053
59086-440,1240810200016
58890-000,
59115-870,
59308-000,
59072-591,
59134-510,
59410-112,
59015-140,1240810200001
59090-573,1240810200013
59074-317,1240810200049
59074-371,1240810200049
59035-410,1240810200041
59160-625,1240325100027
59133-299,
59089-100,
59010-552,1240810200030
59605-340,
59631-260,
59106-120,1240810200056
59072-107,1240810200049
64845-000,
59616-049,
59240-150,
59088-872,
59161-630,1240325100026
59449-263,
14015-110,
59124-730,1240810200053
59022-392,1240810200053
59609-090,
59633-020,
59025-320,1240810200035
59133-185,1240810200058
59294-051,
59115-415,1240810200053
59060-182,
08270-110,
59298-193,
59636-034,
59114-345,1240810200056
59625-633,
55144-096,
59074-029,1240810200049
59254-128,
59129-015,
59293-180,1241200500017
79780-000,
59616-600,
59600-110,
59054-174,1240810200041
59074-860,1240810200048
59148-836,1240325100012
05850-160,
38410-134,
59631-565,
55800-000,
59818-480,
59157-218,1240325100005
59139-578,1240810200059
59157-296,1240325100005
59040-380,
59161-220,1240325100011
59089-205,
59074-176,1240810200049
59630-502,
59605-255,
28085-060,
59108-310,1240810200053
59070-740,
59090-655,1240810200012
59158-310,
59056-350,1240810200020
59073-081,1240810200048
59146-850,
59058-350,
59616-380,
59605-420,
59069-590,1240810200017
59140-745,1240325100009
59035-548,
59300-100,
59152-533,
59124-025,1240810200053
59139-595,1240810200004
59135-701,1240810200004
59296-460,
59290-650,
59470-970,
59102-480,
59142-190,1240325100030
59296-823,1241200500012
59619-040,
59037-395,1240810200031
59290-057,
59628-771,
59297-279,1241200500001
59740-750,
59148-753,1240325100012
59156-000,
69695-000,
59144-260,1240325100020
59293-456,1241200500017
59612-380,
59625-550,
59631-355,
59082-270,1240810200013
59064-420,1240810200021
56903-265,
59600-798,
59062-960,
59082-146,
14026-572,
59076-205,
54054-000,
59054-970,1240810200041
59612-870,
59293-129,1241200500017
