logradouro,complemento,bairro,cidade,estado,cep,longitude,latitude
Rua Coronel Joaquim Correia,,Candelária,Natal,RN,59064-410,-35.2207717,-5.8303838
Rua Coronel Joaquim Correia,,Lagoa Nova,Natal,RN,59064-366,-35.2209186,-5.8302495
Rua Coronel Joaquim Manoel,,Areia Preta,Natal,RN,59014-077,-35.1953416,-5.784344099999999
Rua Coronel Joaquim Manoel,,Petrópolis,Natal,RN,59012-330,-35.1961519,-5.7832461
Rua Coronel Joaquim Martiniano Neto,,Pitimbu,Natal,RN,59067-405,-35.2313753,-5.8734453
Rua Coronel José Bernardo,,Alecrim,Natal,RN,59030-280,-35.2106847,-5.791885499999999
Rua Coronel José Bernardo,,Alecrim,Natal,RN,59040-280,-35.2106847,-5.791885499999999
Vila Coronel José Bernardo,,Alecrim,Natal,RN,59040-282,-35.2106847,-5.791885499999999
Rua Coronel José Bezerra,,Lagoa Seca,Natal,RN,59031-070,-35.2112577,-5.8070214
Travessa Coronel José Bezerra,,Lagoa Seca,Natal,RN,59031-080,-35.2107308,-5.805555099999999
Rua Coronel José Bezerra de Andrade,,Capim Macio,Natal,RN,59082-353,-35.1890973,-5.8710438
Rua Coronel José Domingues,,Alecrim,Natal,RN,59032-380,-35.216812,-5.8079123
Rua Coronel José Guimarães,,Lagoa Nova,Natal,RN,59054-795,-35.2132922,-5.8174027
Rua Coronel José Pinto,,Cidade Alta,Natal,RN,59025-020,-35.2033733,-5.783829
Rua Coronel José Revoredo,,Potengi,Natal,RN,59120-280,-35.2439344,-5.756618899999999
Rua Coronel João Gomes,,Barro Vermelho,Natal,RN,59030-320,-35.2097876,-5.7940454
Travessa Coronel João Gomes,,Barro Vermelho,Natal,RN,59030-325,-35.2098511,-5.7937205
Rua Coronel João Medeiros,,Lagoa Nova,Natal,RN,59077-000,-35.2085697,-5.8380714
Rua Coronel João Tinoco,,Alecrim,Natal,RN,59040-113,-35.2097876,-5.7940454
Rua Coronel Juventino Cabral,,Tirol,Natal,RN,59015-330,-35.2008109,-5.8135464
Vila Coronel Juvino Lopes,,Alecrim,Natal,RN,59031-270,-35.20428040000001,-5.782274999999999
Praça Coronel Lins Caldas,,Cidade Alta,Natal,RN,59025-550,-35.2106079,-5.7848255
Travessa Coronel Lins Caldas,,Cidade Alta,Natal,RN,59025-555,-35.2106079,-5.7848255
Rua Coronel Luciano Saldanha,,Capim Macio,Natal,RN,59078-390,-35.2002069,-5.8465164
Rua Coronel Luiz Júlio,,Lagoa Nova,Natal,RN,59056-240,-35.2056071,-5.818063599999999
Rua Coronel Manoel Vieira de Freitas,,Lagoa Nova,Natal,RN,59063-140,-35.2207423,-5.8222578
Rua Coronel Miguel Arcanjo Galvão,,Lagoa Nova,Natal,RN,59064-560,-35.2150331,-5.8329058
Rua Coronel Milton Freire,,Capim Macio,Natal,RN,59078-310,-35.205385,-5.849130199999999
Rua Coronel Mário Cabral,,Nova Descoberta,Natal,RN,59075-370,-35.1969829,-5.8255018
Avenida Coronel Norton Chaves,,Lagoa Nova,Natal,RN,59075-200,-35.2054198,-5.827714599999999
Avenida Coronel Norton Chaves,,Nova Descoberta,Natal,RN,59075-365,-35.2035652,-5.828304
Rua Coronel Pedro Soares,,Tirol,Natal,RN,59015-070,-35.1974371,-5.8000535
Rua Coronel Pessoa,,Nossa Senhora da Apresentação,Natal,RN,59114-612,-35.2693864,-5.7413723
Rua Coronel Revoredo Filho,,Neópolis,Natal,RN,59088-755,-35.2019374,-5.8796482
Rua Coronel Santos,,Lagoa Nova,Natal,RN,59075-190,-35.2065661,-5.8251233
Rua Coronel Silvino Bezerra,,Lagoa Seca,Natal,RN,59031-140,-35.21215979999999,-5.8063294
Rua Correia Teles,,Cidade Alta,Natal,RN,59025-010,-35.2046474,-5.782811
Rua Corretor Tereza Cristina,,Pajuçara,Natal,RN,59133-325,-35.2263921,-5.7432111
Rua Corrientes,,Cidade Alta,Natal,RN,59025-784,-35.206871,-5.7834997
Rua Cortez Pereira,,Cidade Nova,Natal,RN,59072-600,-35.241902,-5.835815699999999
Travessa Cortez Pereira,,Cidade Nova,Natal,RN,59072-605,-35.241902,-5.835815699999999
Vila Cortez,,Cidade Alta,Natal,RN,59025-205,-35.2099913,-5.7872321
Praça Corumbá,,Potengi,Natal,RN,59124-790,-35.2425581,-5.7502171
Rua Corupá,,Potengi,Natal,RN,59110-560,-35.2573335,-5.7508151
Rua Coruripe,,Pajuçara,Natal,RN,59131-500,-35.2456079,-5.7233702
Rua Cosme Damião,,Lagoa Azul,Natal,RN,59139-805,-35.2621687,-5.7203167
Rua Cosme Damião,,Lagoa Azul,Natal,RN,59139-765,-35.2621687,-5.7203167
Rua Cosme e Damião,,Nossa Senhora da Apresentação,Natal,RN,59115-587,-35.2755789,-5.753802299999999
Vila Costa,,Dix-Sept Rosado,Natal,RN,59052-340,-35.2248985,-5.8084932
Vila Costa,,Igapó,Natal,RN,59104-256,-35.2664651,-5.7657269
Vila Costa,,Nordeste,Natal,RN,59042-122,-35.200916,-5.7792569
Vila Costa e Silva,,Alecrim,Natal,RN,59031-173,-35.2152321,-5.8066467
1ª Travessa Couto Magalhães,,Nossa Senhora da Apresentação,Natal,RN,59114-138,-35.2731468,-5.7389016
2ª Travessa Couto Magalhães,,Nossa Senhora da Apresentação,Natal,RN,59114-139,-35.2731468,-5.7389016
Rua Couto Magalhães,,Nossa Senhora da Apresentação,Natal,RN,59114-211,-35.2769129,-5.7428839
Rua Crato,,Cidade da Esperança,Natal,RN,59071-010,-35.239612,-5.8292493
Rua Cratéus,,Potengi,Natal,RN,59108-380,-35.2569006,-5.763011199999999
Rua Cravolândia,,Lagoa Azul,Natal,RN,59136-270,-35.247995,-5.7234086
Rua Crepúsculo,,Redinha,Natal,RN,59122-027,-35.2347359,-5.7547273
Rua Creso Bezerra,,Quintas,Natal,RN,59035-140,-35.23111859999999,-5.8008408
Travessa Creso Bezerra,,Quintas,Natal,RN,59035-145,-35.23111859999999,-5.8008408
Rua Criciúma,,Potengi,Natal,RN,59112-320,-35.2612629,-5.7534066
Travessa Criciúma,,Planalto,Natal,RN,59073-144,-49.3733541,-28.6726329
Rua Cristais de Gelo,,Redinha,Natal,RN,59122-660,-35.2267235,-5.7523114
Travessa Cristais de Gelo,,Redinha,Natal,RN,59122-662,-35.2267235,-5.7523114
Rua Cristal de Rocha,,Lagoa Nova,Natal,RN,59076-150,-35.208268,-5.828202699999999
Rua Cristalina,,Felipe Camarão,Natal,RN,59072-290,-35.2488672,-5.8183315
Travessa Cristalina,,Nossa Senhora da Apresentação,Natal,RN,59115-596,-35.280548,-5.750452600000001
Rua Cristina Melo,,Lagoa Azul,Natal,RN,59138-615,-35.2600563,-5.7277469
Travessa Cristiânia,,Felipe Camarão,Natal,RN,59072-151,-35.265312,-5.81959
Rua Cristo Redentor,,Redinha,Natal,RN,59122-481,-35.2335284,-5.7520408
Praça Cristo Rei,,Neópolis,Natal,RN,59086-610,-35.2085648,-5.8698263
Rua Cristo Rei,,Nossa Senhora da Apresentação,Natal,RN,59115-110,-35.2815854,-5.7577894
Travessa Crisântemo,,Alecrim,Natal,RN,59040-133,-35.2175944,-5.7978694
Rua Crisópolis,,Lagoa Azul,Natal,RN,59136-280,-35.2478805,-5.7207135
Rua Cronista Ernani Lopes,,Pajuçara,Natal,RN,59132-100,-35.2367021,-5.7294579
Rua Cronista José Augusto dos Santos,,Pajuçara,Natal,RN,59132-050,-35.2356018,-5.7277385
Rua Cronista Luiz Sérgio de Medeiros Oliveira,,Pajuçara,Natal,RN,59132-170,-35.2383378,-5.7316281
Rua Cronista Marcínio Dias Oliveira,,Pajuçara,Natal,RN,59132-070,-35.2359787,-5.7283345
Rua Cronista Salatiel de Vasconcelos Silva,,Pajuçara,Natal,RN,59132-155,-35.237101,-5.7311653
Rua Cruz Alta,,Cidade da Esperança,Natal,RN,59071-430,-35.24007,-5.8216736
Rua Cruz de Malta,,Nossa Senhora da Apresentação,Natal,RN,59115-070,-35.2808121,-5.757657
Rua Cruz e Souza,,Candelária,Natal,RN,59065-530,-35.2217887,-5.8371562
Rua Cruzeiro do Oeste,,Potengi,Natal,RN,59124-370,-35.2487053,-5.746432299999999
Rua Cruzeiro do Sul,,Felipe Camarão,Natal,RN,59072-285,-35.2496281,-5.818080699999999
Rua Cubatão,,Potengi,Natal,RN,59129-380,-35.2591686,-5.7444891
Rua Cumaru,,Pitimbu,Natal,RN,59067-520,-35.2300522,-5.8654898
Vila Cunha Lima,,Quintas,Natal,RN,59037-240,-35.2285602,-5.8003746
Rua Cunha Porã,,Potengi,Natal,RN,59112-380,-35.2609772,-5.7517285
Rua Curimatã,,Ponta Negra,Natal,RN,59090-380,-35.177357,-5.882389
Travessa Curimatã,,Ponta Negra,Natal,RN,59090-385,-35.177357,-5.882389
Rua Curitiba,,Potengi,Natal,RN,59124-440,-35.2421672,-5.750958
Rua Curitibanos,,Potengi,Natal,RN,59112-420,-35.2602119,-5.7509817
Rua Currais Novos,,Cidade da Esperança,Natal,RN,59071-600,-35.2384774,-5.8256695
Rua Currais Novos,,Lagoa Seca,Natal,RN,59031-110,-35.2121117,-5.806158
Travessa Curumim,,Pajuçara,Natal,RN,59125-352,-35.2812401,-5.7706599
Alameda Curupaiti,,Alecrim,Natal,RN,59030-160,-35.211759,-5.7953987
Rua Curvelo,,Neópolis,Natal,RN,59084-370,-35.2009497,-5.870113
Rua Cussy de Almeida,,Ribeira,Natal,RN,59012-450,-35.2035223,-5.7816835
Rua Cárceres,,Nossa Senhora da Apresentação,Natal,RN,59114-288,-35.2625001,-5.7468508
Rua Cássia,,Potengi,Natal,RN,59112-540,-35.2604767,-5.7543619
Avenida Câmara Cascudo,,Cidade Alta,Natal,RN,59025-280,-35.206682,-5.7820291
Rua Câmara,,Nordeste,Natal,RN,59042-530,-35.2466281,-5.794774299999999
Vila Câmara,,Nossa Senhora de Nazaré,Natal,RN,59060-620,-35.2305421,-5.819668699999999
Travessa Cândida,,Pajuçara,Natal,RN,59123-577,-35.2465057,-5.7387403
Vila Cândida,,Dix-Sept Rosado,Natal,RN,59052-703,-35.2262293,-5.8063851
Rua Cândido Medeiros,,Redinha,Natal,RN,59122-310,-35.2235725,-5.750751699999999
Rua Cândido Medeiros,,Alecrim,Natal,RN,59031-330,-35.2153673,-5.796803199999999
Rua Cândido Nogueira,,Redinha,Natal,RN,59122-425,-35.2263129,-5.749503199999999
Rua Cândido Portinari,,Redinha,Natal,RN,59122-455,-35.2273437,-5.7484171
Rua Célio Petrovich,,Quintas,Natal,RN,59050-060,-35.237242,-5.8028759
Travessa Célio Petrovitch,,Quintas,Natal,RN,59050-061,-35.237242,-5.8028759
Rua Céu Azul,,Potengi,Natal,RN,59124-310,-35.2507366,-5.7406009
Travessa Céu Azul,,Felipe Camarão,Natal,RN,59074-315,-35.2623874,-5.823696
Rua Cícera Cruz,,Nossa Senhora da Apresentação,Natal,RN,59114-841,-35.2769544,-5.7650522
Rua Cícera Fernandes,,Guarapes,Natal,RN,59074-768,-35.2769544,-5.7650522
Rua Cícera da Cruz de Góis,,Lagoa Azul,Natal,RN,59138-880,-35.2503527,-5.714646399999999
Rua Cícero Bucha,,Redinha,Natal,RN,59122-110,-35.2062383,-5.746395199999999
Rua Cícero Dantas,,Neópolis,Natal,RN,59084-720,-35.2020117,-5.8694489
Rua Cícero Mendonça,,Alecrim,Natal,RN,59032-130,-35.2169817,-5.8037123
Rua Cícero Pinheiro,,Nossa Senhora da Apresentação,Natal,RN,59114-092,-35.2680436,-5.7565597
Travessa Cícero Pinheiro,,Nossa Senhora da Apresentação,Natal,RN,59114-093,-35.2680436,-5.7565597
Rua Cícero Pinto,,Lagoa Nova,Natal,RN,59054-460,-35.2222357,-5.8143004
Rua Cícero Santos,,Ponta Negra,Natal,RN,59092-555,-35.2781713,-5.9334153
Rua Cícero Veríssimo Oliveira,,Lagoa Azul,Natal,RN,59139-620,-35.2746863,-5.726532
Rua Córdoba,,Felipe Camarão,Natal,RN,59072-080,-35.2465454,-5.8218972
Rua Cônego Deoclides Diniz,,Planalto,Natal,RN,59073-254,-35.2546404,-5.8606365
Rua Cônego Leão Fernandes,,Tirol,Natal,RN,59020-092,-35.1981151,-5.7884376
Rua Cônego Leão Fernandes,,Petrópolis,Natal,RN,59020-060,-35.1981151,-5.7884376
Rua Cônego Luiz Wanderley,,Lagoa Nova,Natal,RN,59054-620,-35.2150759,-5.810180900000001
Travessa Cônego Luiz Wanderley,,Dix-Sept Rosado,Natal,RN,59054-625,-35.2150759,-5.810180900000001
Rua Cônego Monte,71,Alecrim,Natal,RN,59040-430,-35.2264662,-5.7956238
Rua Cônego Monte,73,Alecrim,Natal,RN,59037-170,-35.2265272,-5.79566
Rua Cônsul Manoel Alves Afonso,,Pajuçara,Natal,RN,59132-210,-35.238317,-5.7332196
Rua Dalila Januário do Nascimento,,Redinha,Natal,RN,59122-620,-35.208309,-5.7446267
Travessa Dalila,,Planalto,Natal,RN,59073-620,-35.2615517,-5.8587066
Rua Dallas,,Lagoa Azul,Natal,RN,59129-480,-35.2677424,-5.7389776
Travessa Damasco,,Planalto,Natal,RN,59073-086,-35.253008,-5.8515269
Rua Daniela Torres,,Redinha,Natal,RN,59122-094,-35.2328174,-5.752919299999999
Rua Daniele Soares,,Nossa Senhora da Apresentação,Natal,RN,59114-319,-35.264834,-5.7600085
Rua Dantas Barreto,,Cidade Nova,Natal,RN,59072-590,-35.2418881,-5.83493
Vila Dantas,,Alecrim,Natal,RN,59032-560,-35.2049704,-5.8015418
Vila Dantas,,Quintas,Natal,RN,59035-580,-35.2234916,-5.8062032
Travessa Danúbio,,Nossa Senhora da Apresentação,Natal,RN,59115-627,-35.2752715,-5.7430314
Escadaria Darcy Vargas,,Praia do Meio,Natal,RN,59010-058,-35.1947847,-5.782033699999999
Rua Darcy Vargas,,Praia do Meio,Natal,RN,59010-098,-35.1947847,-5.782033699999999
Travessa Darcy Vargas,,Praia do Meio,Natal,RN,59010-094,-35.1948686,-5.7797829
Travessa Degraus do Saber,,Igapó,Natal,RN,59104-251,-35.2583516,-5.769598999999999
Vila Delfino,,Dix-Sept Rosado,Natal,RN,59052-420,-35.227665,-5.8082733
Rua Delfinópolis,,Guarapes,Natal,RN,59074-623,-46.84582450000001,-20.3463875
Travessa Delfinópolis,,Guarapes,Natal,RN,59074-627,-46.84582450000001,-20.3463875
2ª Travessa Delmiro Gouveia,,Neópolis,Natal,RN,59086-012,-35.2053706,-5.8629105
Rua Delmiro Gouveia,,Neópolis,Natal,RN,59086-010,-35.2072186,-5.8622007
Travessa Delmiro Gouveia,,Neópolis,Natal,RN,59086-011,-35.2072186,-5.8622007
Rua Demário Góis,,Pajuçara,Natal,RN,59133-355,-35.2306554,-5.7351616
Travessa Demétrio Velez,,Pajuçara,Natal,RN,59123-291,-35.2812401,-5.7706599
Rua Demócrito de Souza Paiva,,Lagoa Nova,Natal,RN,59062-440,-35.220682,-5.819714599999999
Avenida Deodoro da Fonseca,404,Ribeira,Natal,RN,59012-600,-35.2028702,-5.7832177
Avenida Deodoro da Fonseca,715,Tirol,Natal,RN,59020-600,-35.2045723,-5.788462
Avenida Deodoro da Fonseca,490,Cidade Alta,Natal,RN,59025-600,-35.203553,-5.784791999999999
Avenida Deodoro da Fonseca,331,Petrópolis,Natal,RN,59012-240,-35.2021145,-5.782241399999999
Avenida Deodoro da Fonseca,463,Petrópolis,Natal,RN,59020-025,-35.2029393,-5.7845458
Avenida Deodoro da Fonseca,704,Cidade Alta,Natal,RN,59025-145,-35.2047819,-5.788340499999999
Avenida Deodoro da Fonseca,836,Cidade Alta,Natal,RN,59025-225,-35.2061181,-5.7904295
Avenida Deodoro da Fonseca,837,Cidade Alta,Natal,RN,59025-235,-35.206243,-5.790835899999999
Rua Deputada Maria do Céu Pereira Fernandes,,Pajuçara,Natal,RN,59122-338,-35.2270599,-5.7424696
Avenida Deputado Antônio Florêncio de Queiroz,,Ponta Negra,Natal,RN,59092-500,-35.1808218,-5.8868199
Rua Deputado Arnóbio Abreu,,Lagoa Azul,Natal,RN,59138-617,-35.2603822,-5.7265158
Rua Deputado Clóvis Motta,,Lagoa Nova,Natal,RN,59064-430,-35.2180253,-5.829177
Praça Deputado Djalma Marinho,,Potengi,Natal,RN,59110-580,-35.2600005,-5.7264975
Rua Deputado Djalma Marinho,,Lagoa Azul,Natal,RN,59138-616,-35.2600005,-5.7264975
Rua Deputado Jessé Freire,,Nossa Senhora da Apresentação,Natal,RN,59114-197,-35.2807612,-5.7356098
Rua Deputado Joaquim Câmara,,Tirol,Natal,RN,59015-270,-35.2016611,-5.8097977
Rua Deputado Joaquim Inácio de Carvalho Neto,,Nossa Senhora da Apresentação,Natal,RN,59115-695,-35.271915,-5.7446873
Rua Deputado Jocelin Vilar,,Tirol,Natal,RN,59020-180,-35.1986784,-5.7936241
Rua Deputado José Torquato de Figueiredo,,Ponta Negra,Natal,RN,59094-570,-35.2807612,-5.7356098
Rua Deputado Marcílio Furtado,,Pitimbu,Natal,RN,59069-470,-35.2403977,-5.8482559
Rua Desembargador Adauto Maia,,Lagoa Nova,Natal,RN,59054-480,-35.2189194,-5.8160072
Rua Desembargador Antônio Serejo,,Nova Descoberta,Natal,RN,59056-360,-35.1996059,-5.816055899999999
Rua Desembargador Antônio Soares,,Tirol,Natal,RN,59022-170,-35.2036805,-5.8056882
Rua Desembargador Benício Filho,,Petrópolis,Natal,RN,59014-470,-35.1933695,-5.7877754
Rua Desembargador Benício Filho,,Mãe Luiza,Natal,RN,59014-203,-35.1933695,-5.7877754
Rua Desembargador Carlos Augusto,,Lagoa Nova,Natal,RN,59056-230,-35.2053777,-5.8174671
Rua Desembargador Dionísio Filgueira,,Petrópolis,Natal,RN,59014-020,-35.1944891,-5.7839489
Rua Desembargador Dionísio Filgueira,,Areia Preta,Natal,RN,59014-078,-35.1944891,-5.7839489
Rua Desembargador Felipe Guerra,,Barro Vermelho,Natal,RN,59030-530,-35.2100611,-5.8001084
Travessa Desembargador Felipe Guerra,,Barro Vermelho,Natal,RN,59030-535,-35.2100611,-5.8001084
Rua Desembargador Floriano Cavalcante,,Tirol,Natal,RN,59014-490,-35.1947927,-5.789494899999999
Avenida Desembargador Francisco de Assis Martins,,Nossa Senhora da Apresentação,Natal,RN,59115-700,-35.2726732,-5.7439953
Travessa Desembargador Francisco de Assis Martins,,Nossa Senhora da Apresentação,Natal,RN,59114-705,-35.2726732,-5.7439953
Rua Desembargador Hemetério Fernandes,,Tirol,Natal,RN,59015-110,-35.1984929,-5.799751199999999
Rua Desembargador Horácio Barreto,,Alecrim,Natal,RN,59037-810,-35.1984929,-5.799751199999999
Rua Desembargador Jaime Jenner de Aquino,,Ponta Negra,Natal,RN,59090-710,-35.17718350000001,-5.884302900000001
Rua Desembargador José Gomes da Costa,,Capim Macio,Natal,RN,59082-140,-35.1960993,-5.8633618
Rua Desembargador João Dantas Sales,,Lagoa Nova,Natal,RN,59056-220,-35.2050252,-5.816917600000001
Rua Desembargador João Vicente da Costa,,Ponta Negra,Natal,RN,59090-060,-35.180346,-5.8691588
Rua Desembargador Lemos Filho,,Rocas,Natal,RN,59010-260,-35.1991119,-5.774914
Rua Desembargador Lins Bahia,,Rocas,Natal,RN,59010-190,-35.1982365,-5.7792089
Rua Desembargador Lins Bahia,,Praia do Meio,Natal,RN,59010-123,-35.1982365,-5.7792089
Rua Desembargador Montenegro,,Barro Vermelho,Natal,RN,59022-640,-35.2062309,-5.8029342
Rua Desembargador Oscar Siqueira,,Alecrim,Natal,RN,59037-630,-35.217672,-5.8012785
Rua Desembargador Régulo Tinoco,,Tirol,Natal,RN,59022-450,-35.2078006,-5.7967198
Rua Desembargador Régulo Tinoco,,Barro Vermelho,Natal,RN,59022-080,-35.2082968,-5.7989916
Rua Desembargador Silvino Bezerra Neto,,Lagoa Nova,Natal,RN,59077-040,-35.2083051,-5.839565299999999
Rua Desembargador Silvério Soares,,Tirol,Natal,RN,59014-610,-35.2198204,-5.799327900000001
Rua Desembargador Sinval Moreira Dias,99998,Lagoa Nova,Natal,RN,59056-310,-35.2026507,-5.8210354
Rua Desembargador Sinval Moreira Dias,1,Nova Descoberta,Natal,RN,59075-340,-35.1961095,-5.8237339
Travessa Desembargador Sinval Moreira Dias,,Nova Descoberta,Natal,RN,59075-251,-35.1973327,-5.82458
Rua Desembargador Tomaz Salustino,,Lagoa Nova,Natal,RN,59076-770,-35.2100993,-5.8337061
Rua Desembargador Túlio Bezerra de Melo,,Candelária,Natal,RN,59064-585,-35.21307540000001,-5.839861
Rua Desembargador Virgílio Dantas,,Barro Vermelho,Natal,RN,59020-560,-35.2049704,-5.8015418
Rua Desembargador Virgílio Dantas,,Tirol,Natal,RN,59020-658,-35.2049704,-5.8015418
Rua Desenhista Modesto Câmara,,Felipe Camarão,Natal,RN,59072-075,-35.2446002,-5.8216834
Rua Desportista Adriano Rocha,,Planalto,Natal,RN,59073-103,-35.2592129,-5.8538805
Rua Desportista Arlindo Ferreira da Silva,,Neópolis,Natal,RN,59080-680,-35.2082087,-5.8614988
Rua Desportista Arthur Veiga,,Planalto,Natal,RN,59073-109,-35.2600757,-5.854263899999999
Rua Desportista Ary Soares,,Pajuçara,Natal,RN,59132-230,-35.2394974,-5.733686899999999
Rua Desportista Domício Bezerra das Neves,,Pajuçara,Natal,RN,59132-160,-35.237101,-5.7311653
Rua Desportista Euclides Vital de Lira,,Pajuçara,Natal,RN,59132-150,-35.2373394,-5.730317899999999
Rua Desportista Evaldo Maia,,Pajuçara,Natal,RN,59132-260,-35.1990844,-5.8805073
Rua Desportista Fabrício Gomes Pedroza,,Ponta Negra,Natal,RN,59090-730,-35.1812096,-5.8825615
Rua Desportista Francisco Gomes,,Candelária,Natal,RN,59064-270,-35.2251521,-5.8298396
Rua Desportista Francisco Lamas,,Pajuçara,Natal,RN,59132-080,-35.2361751,-5.7286385
Rua Desportista Jeremias Pinheiro da Câmara Filho,,Ponta Negra,Natal,RN,59091-250,-35.1990844,-5.8805073
Rua Desportista Jeremias Pinheiro da Câmara Filho s/n,,Ponta Negra,Natal,RN,59094-901,-35.1990844,-5.8805073
Rua Desportista José Augusto de Freitas,,Pajuçara,Natal,RN,59133-400,-35.2264589,-5.7452761
Rua Desportista José Leão de Oliveira,,Ponta Negra,Natal,RN,59090-155,-35.1765503,-5.875937899999999
Rua Desportista José Moacyr de Albuquerque,,Pajuçara,Natal,RN,59132-270,-35.2264589,-5.7452761
Rua Desportista José Procópio Filho,,Lagoa Nova,Natal,RN,59077-050,-35.2077411,-5.839162
Rua Desportista João Alfredo de Oliveira,,Pajuçara,Natal,RN,59132-200,-35.2381368,-5.7329193
Rua Desportista Liênio Trigueiro,,Pajuçara,Natal,RN,59132-176,-35.1990844,-5.8805073
Rua Desportista Manoel Leonardo Nogueira,,Pajuçara,Natal,RN,59132-090,-35.2363777,-5.7289455
Rua Desportista Raimundo Nonato Pereira,,Pajuçara,Natal,RN,59133-315,-35.2260216,-5.742960099999999
Rua Desportista Severino Estevam dos Santos,,Pajuçara,Natal,RN,59132-250,-35.2389036,-5.7340975
1ª Travessa Deus nos Guie,,Igapó,Natal,RN,59101-075,-35.2422515,-5.7311988
2ª Travessa Deus nos Guie,,Igapó,Natal,RN,59101-078,-35.2684583,-5.750674900000001
Rua Deus nos Guie,,Igapó,Natal,RN,59101-070,-35.2625001,-5.7468508
Rua Deus é Amor,,Redinha,Natal,RN,59122-308,-35.2246747,-5.7519379
Rua Dez,,Pajuçara,Natal,RN,59123-530,-35.2083184,-5.7447444
Rua Dezessete de Março,,Pajuçara,Natal,RN,59125-250,-35.2384488,-5.725840499999999
Travessa Dezoito de Outubro,,Nossa Senhora da Apresentação,Natal,RN,59114-063,-35.2625001,-5.7468508
Rua Diadema,,Lagoa Azul,Natal,RN,59136-320,-35.2515289,-5.724682
Rua Diamante Negro,,Redinha,Natal,RN,59122-630,-35.225058,-5.754116499999999
Rua Diamantina,,Neópolis,Natal,RN,59088-200,-35.2056275,-5.8729323
Vila Diamantina,,Neópolis,Natal,RN,59088-202,-35.2056275,-5.8729323
Rua Dianópolis,,Nossa Senhora da Apresentação,Natal,RN,59115-550,-35.2688296,-5.7489371
Rua Dianópolis,,Nossa Senhora da Apresentação,Natal,RN,59115-020,-35.2688296,-5.7489371
Rua Dias D'Ávila,,Potengi,Natal,RN,59120-150,-35.2483278,-5.756665
Rua Diderot Ribeiro,,Planalto,Natal,RN,59073-068,-35.2606547,-5.847174100000001
Rua Diego Góis,,Pajuçara,Natal,RN,59133-323,-35.2316289,-5.73264
Rua Dinarte Mariz Neto,,Nova Descoberta,Natal,RN,59075-360,-35.2000485,-5.8248855
Vila Dinarte Mariz Neto,,Nova Descoberta,Natal,RN,59075-361,-35.2000485,-5.8248855
Vila Diniz,,Praia do Meio,Natal,RN,59010-093,-35.1949411,-5.777687500000001
Vila Dino,,Lagoa Nova,Natal,RN,59075-175,-35.2099611,-5.8259362
Rua Dionísio Aracati Caldas,,Candelária,Natal,RN,59066-850,-35.2237959,-5.8400511
Rua Dionísio Lopes,,Nossa Senhora da Apresentação,Natal,RN,59114-090,-35.2687445,-5.7573513
Travessa Dionísio Lopes,,Nossa Senhora da Apresentação,Natal,RN,59114-096,-35.2684016,-5.757572
Travessa Dionísio,,Alecrim,Natal,RN,59032-485,-35.2196609,-5.8051539
Rua Dircinha Batista,,Pajuçara,Natal,RN,59132-800,-35.2400514,-5.7358834
Rua Distribuidor José Fernandes,,Dix-Sept Rosado,Natal,RN,59054-207,-35.2229692,-5.8099169
Rua Distrito Federal,,Lagoa Nova,Natal,RN,59075-170,-35.2043751,-5.8267437
Rua Divinolândia,,Pitimbu,Natal,RN,59068-680,-35.2361463,-5.855543099999999
Rua Divinópolis,,Neópolis,Natal,RN,59084-300,-35.2033192,-5.8700218
Rua Divinópolis,,Neópolis,Natal,RN,59088-300,-35.2033192,-5.8700218
Travessa Divinópolis,,Neópolis,Natal,RN,59088-302,-35.2041515,-5.8716063
Rua Divisa Alegre,,Nossa Senhora da Apresentação,Natal,RN,59114-345,-35.2625001,-5.7468508
Rua Dix-Huit Rosado,,Nossa Senhora da Apresentação,Natal,RN,59114-126,-35.2760499,-5.7358939
Rua Djalma Maranhão,,Nova Descoberta,Natal,RN,59075-290,-35.2016012,-5.828659699999999
Rua Djalma Maranhão,,Lagoa Nova,Natal,RN,59076-305,-35.2016012,-5.828659699999999
Travessa Djalma Maranhão,,Ponta Negra,Natal,RN,59090-202,-35.2014297,-5.8281839
Rua Djalma Moura,,Nossa Senhora da Apresentação,Natal,RN,59115-551,-35.2737752,-5.7517872
Vila Djalma,,Nova Descoberta,Natal,RN,59075-291,-35.2016012,-5.828659699999999
Vila Dois Amigos,,Igapó,Natal,RN,59104-249,-35.254912,-5.7696584
Vila Dois Amigos,,Quintas,Natal,RN,59037-500,-35.2203955,-5.794210899999999
1ª Vila Dois Irmãos,,Quintas,Natal,RN,59035-164,-35.2340777,-5.7966998
2ª Vila Dois Irmãos,,Quintas,Natal,RN,59035-166,-35.2340777,-5.7966998
Travessa Dois Irmãos,,Barro Vermelho,Natal,RN,59022-520,-35.2050353,-5.800359299999999
Vila Dois Irmãos,,Alecrim,Natal,RN,59040-295,-35.2185011,-5.796021
Vila Dois Irmãos,,Quintas,Natal,RN,59035-265,-35.2340777,-5.7966998
Rua Dois Riachos,,Nossa Senhora da Apresentação,Natal,RN,59115-340,-35.2811736,-5.756279699999999
Vila Dois,,Quintas,Natal,RN,59050-124,-35.2234916,-5.8062032
Travessa Dois de Novembro,,Alecrim,Natal,RN,59030-170,-35.2135792,-5.7931837
Rua Dolores Duran,,Pajuçara,Natal,RN,59132-740,-35.2400514,-5.7358834
