cep,longitude,latitude
59135-730,-35.248164918854904,-5.724654943088376
59136-100,-35.253379929463094,-5.723639957478106
59114-370,-35.274764930491685,-5.7602999502608085
59088-490,-35.20624991283111,-5.8762649637070785
59088-330,-35.207260069871026,-5.874745815454861
59088-332,-35.20641310991316,-5.874187600230722
59129-360,-35.25856275704636,-5.743587468012628
59136-000,-35.2527092375386,-5.722295276677379
59135-700,-35.251714972768994,-5.726305150748964
59135-701,-35.252889923403444,-5.72551494730893
59110-510,-35.25570490176589,-5.7566949565693255
59115-410,-35.270404915916906,-5.7498749581863535
59104-289,-35.27057999999994,-5.7693899999999285
59069-630,-35.26238497469036,-5.748533536362642
59114-360,-35.274148328149046,-5.760165543588957
59073-151,-56.04112848355122,-15.58447071358474
59115-510,-35.26238497469036,-5.748533536362642
59136-340,-35.24829901396319,-5.720965135498978
59054-270,-35.222551479963116,-5.8083075257550085
59040-075,-35.222551479963116,-5.8083075257550085
59054-271,-35.222551479963116,-5.8083075257550085
59120-630,-35.24157489894031,-5.757714950366747
59025-620,-35.210611522725856,-5.787473060738193
59120-380,-35.2402456340048,-5.757292130197518
59090-178,-35.17439495081753,-5.879534953683398
59056-160,-35.20084993205733,-5.8153553574172365
59127-270,-35.2517732998898,-5.747292730832046
59127-350,-35.2547206225332,-5.746800643907635
59127-410,-35.25321442303905,-5.746924467650733
59127-390,-35.25526672499229,-5.7478364586205775
59127-340,-35.254325333068095,-5.748207521115281
59120-230,-35.25245494453816,-5.753469956458304
59127-380,-35.25563568762381,-5.7469988989704035
59127-180,-35.25162245141738,-5.748302854474254
59122-390,-35.23695491963855,-5.7525149643200075
59122-634,-35.22461501285335,-5.75459413222483
59127-370,-35.25477991684096,-5.747734953531867
59123-455,-35.244267493969076,-5.741470755222994
59123-425,-35.244455054948595,-5.739159097387249
59123-395,-35.242739899662666,-5.741419943860464
59123-435,-35.24567472786029,-5.7418258186514874
59123-575,-35.244455054948595,-5.739159097387249
59123-375,-35.24564983399725,-5.739279977265322
59123-465,-35.244455054948595,-5.739159097387249
59123-450,-35.24190654603845,-5.742315525618247
59106-210,-35.269202850577344,-5.766797606405058
59069-030,-35.24486134508213,-5.850286224008652
59090-531,-35.178475320471314,-5.88784804583387
59060-090,-35.240379626961115,-5.809434306084384
59035-230,-35.2320486437387,-5.799744424891857
59131-200,-35.24647994676907,-5.728644959502219
59072-105,-35.251584853016354,-5.82465473369331
59122-530,-35.23044085852139,-5.747546906039691
59115-050,-35.28024290210493,-5.756376331004008
59092-512,-35.18100922648605,-5.8878614893604775
59122-524,-35.23163178738604,-5.747124044748143
59090-450,-35.17638536958572,-5.882818783362362
59092-511,-35.181868174432225,-5.891402114846059
59078-530,-35.2013977105376,-5.849526710278858
59122-522,-35.232609460750886,-5.7473276595619325
59122-244,-35.235646629720634,-5.7468970952363465
59073-299,-35.26277491136583,-5.852539965814231
59115-605,-35.267186299180764,-5.7447101912497125
59073-285,-35.26277491136583,-5.852539965814231
59122-495,-35.22625447355865,-5.750309419708851
59074-034,-35.251559883007566,-5.824219966691087
59066-425,-35.22337493729934,-5.860204943856324
59114-470,-35.27514419648778,-5.7616354997231625
59139-450,-35.26733843376291,-5.729833993273481
59139-453,-35.269474901850096,-5.733689943204489
59139-460,-35.26730867806279,-5.728530426907518
59139-456,-35.26730867806279,-5.728530426907518
59114-780,-35.27994093057956,-5.7609987992850025
59090-179,-35.17322595352675,-5.883322132037254
59115-563,-35.2807502205684,-5.7521236092318695
59131-370,-35.236819999999966,-5.736699999999927
59069-050,-35.24395888932165,-5.8475653095644935
59094-550,-35.271486695159155,-5.746463712299856
59114-701,-35.271539909425904,-5.743509971417263
59070-310,-35.234384944305944,-5.823909962002148
59125-104,-35.240039671651104,-5.7504693407866085
59125-092,-35.23996930436887,-5.75056023953882
59123-033,-35.24001786793435,-5.750452461915862
59123-034,-35.23985731292197,-5.750400857785169
59073-227,-35.2570482934393,-5.847105399969388
59090-274,-35.18295991475833,-5.878879949859751
59092-330,-35.18295991475833,-5.878879949859751
59094-200,-35.18706989716137,-5.870539956200192
59092-130,-35.17959994505141,-5.8783749611481895
59092-170,-35.181295359251514,-5.8799446693224064
59094-030,-35.18500991872746,-5.868814939571927
59094-060,-35.18440990018864,-5.869429961717423
59094-050,-35.18436818036337,-5.868126468678473
59094-270,-35.18552993200045,-5.871679957896317
59139-380,-35.26848534507819,-5.733040654470828
59088-745,-35.20462172344649,-5.8750404667701925
59110-310,-35.25405492412582,-5.754554951914848
59114-070,-35.27143119649977,-5.7613155936919975
59122-177,-35.21354525112399,-5.739749042723516
59122-172,-35.21294113211642,-5.739753267561537
59129-580,-35.266348752762035,-5.743027075569367
59129-575,-35.266348752762035,-5.743027075569367
59136-210,-35.247966995868026,-5.722123270531912
59088-340,-35.20890477338289,-5.890420078414253
59072-112,-35.24971992953202,-5.829049975531667
59071-390,-35.23942964384932,-5.819856073331077
59110-520,-35.25226991402557,-5.759544971287035
59072-380,-35.24833427179412,-5.8186346725388285
59086-310,-35.209628150635,-5.866642248022763
59114-133,-35.27547705337649,-5.737177497531728
59114-124,-35.276721432888706,-5.732443477882932
59069-200,-35.241825213459784,-5.849635297796093
59101-000,-35.24781575982915,-5.7620779838411975
59101-015,-35.24781575982915,-5.7620779838411975
59040-142,-35.245950960506164,-5.757043368990479
59120-640,-35.245950960506164,-5.757043368990479
59040-136,-35.245950960506164,-5.757043368990479
59135-480,-35.249629646604674,-5.730227355716415
59104-140,-35.25410985414591,-5.77114217741863
59094-300,-35.18453177169839,-5.8712469358152655
59136-230,-35.25132992506809,-5.732259948116248
59127-190,-35.25296844871846,-5.748717250308408
59127-600,-35.25557489844765,-5.7466349544686475
59127-610,-35.25401490053814,-5.7473199445508945
59086-640,-35.21107752875145,-5.8695539235582235
59088-640,-35.21107803800202,-5.86955556877247
59086-385,-35.208149922642924,-5.868794948732855
59127-620,-35.254114335443724,-5.746840608701447
59127-360,-35.25445705640961,-5.747446758154264
59127-630,-35.25368360087142,-5.747056640474278
59020-030,-35.198800634711674,-5.784618045772266
59123-578,-35.24622274267428,-5.739493765569147
59120-590,-35.236394882777894,-5.757734962160576
59123-579,-35.24633493984413,-5.739034957130919
59025-720,-35.198800634711674,-5.784618045772266
59074-070,-35.25683545197118,-5.821711614886946
59123-222,-35.241379935872445,-5.746344961573534
59125-380,-35.241379935872445,-5.746344961573534
59056-610,-35.1966746906674,-5.821697558318701
59074-060,-35.25686741031284,-5.8210515364827895
59074-080,-35.256763939848156,-5.822371840396168
59022-270,-35.205729941467624,-5.809929953333893
59060-070,-35.241259903027064,-5.80753996240913
59060-075,-35.24170490225856,-5.807544966604352
59088-390,-35.20716991052366,-5.875559961830986
59114-501,-35.28230990063507,-5.754539969262923
59088-510,-35.20060672646358,-5.881770526794139
59135-490,-35.27751999999997,-5.7226499999999305
59092-310,-35.16965472094639,-5.883539297567222
59092-510,-35.18190081047703,-5.879788285837617
59092-230,-35.18174994512543,-5.878739972076723
59090-273,-35.16965472094639,-5.883539297567222
59092-280,-35.1847137924513,-5.876850886922528
59092-010,-35.18021995442929,-5.8751599564567005
59092-080,-35.18144993848382,-5.876519941387137
59092-020,-35.17909489347558,-5.876649965474693
59110-020,-35.25347988365847,-5.7599399684741845
59094-250,-35.18660649506638,-5.872412090263456
59094-350,-35.18631493914235,-5.873919958655691
59092-250,-35.18158830468337,-5.878037448058929
59094-230,-35.18622634130814,-5.8716245370495415
59094-390,-35.18466491959275,-5.8725999555888615
59094-290,-35.18862490783848,-5.872254956454157
59010-610,-35.20332710960616,-5.7680882861341365
59092-320,-35.18262325446636,-5.878804216330602
59094-330,-35.18714994433668,-5.873179962333842
59122-104,-35.20885552013634,-5.741138886293613
59094-580,-35.183389629350906,-5.873265243121643
59094-530,-35.183214892252906,-5.872544970304034
59094-450,-35.184819283275964,-5.8702304672613375
59092-120,-35.18224292229689,-5.8730008634857445
59094-460,-35.18224292229689,-5.8730008634857445
59092-190,-35.18060200861676,-5.880552355659348
59094-320,-35.18758492320197,-5.872799968753385
59094-240,-35.18541001963939,-5.872360107237808
59094-260,-35.18582751361091,-5.872003285940255
59092-030,-35.1797536765246,-5.876345421889114
59094-470,-35.18264678432389,-5.8737363633442365
59094-420,-35.18167151593903,-5.872461425738796
59094-180,-35.18487488626729,-5.871304972503013
59094-210,-35.18741988352845,-5.870954965181163
59092-150,-35.179859909778386,-5.879999960716809
59094-490,-35.18437921323855,-5.875413718175068
59092-210,-35.18095990884161,-5.8809849391137154
59094-010,-35.185648794095016,-5.867373530170164
59094-900,-35.18585003688273,-5.867499986601758
59082-285,-35.18712919782503,-5.869225767821487
59092-240,-35.18268490451513,-5.877924957721461
59092-220,-35.181370005254685,-5.88137431352019
59092-260,-35.18450993820304,-5.87606993777495
59094-510,-35.184727448010214,-5.874812020177385
59094-430,-35.181529920167065,-5.8719849753528806
59092-060,-35.182329930915664,-5.8753099506140245
59094-520,-35.182402707858984,-5.874847027093606
59094-310,-35.18803018409948,-5.872424288936324
59094-280,-35.188139889011225,-5.8718799501060905
59094-190,-35.185549125481906,-5.871091084105526
59092-370,-35.18362489304673,-5.876849957684449
59092-390,-35.184574461615185,-5.878634849010362
59082-372,-35.189899754509455,-5.8720947364745975
59094-370,-35.18584991115418,-5.874664963164675
59092-410,-35.18136995154498,-5.877854947875192
59094-340,-35.18673491440096,-5.8735499604947625
59092-420,-35.16965472094639,-5.883539297567222
59094-160,-35.16965472094639,-5.883539297567222
59092-300,-35.17969127481784,-5.8808774471300325
59094-400,-35.18325020315699,-5.879764763566209
59092-400,-35.18325020315699,-5.879764763566209
59092-350,-35.182988873654374,-5.879227974965072
59082-275,-35.18534050745922,-5.865910738544108
59094-100,-35.18160219921206,-5.8702331337060905
59092-100,-35.180907828078354,-5.872292841642215
59092-050,-35.18255522537497,-5.875555299458295
59090-509,-35.17146991806639,-5.890089970030862
59094-020,-35.18552993200046,-5.868399951545705
59094-360,-35.18589867851857,-5.874280035809614
59092-040,-35.180732398962746,-5.876697816590166
59094-040,-35.18395493048428,-5.86714995832515
59094-500,-35.18366642862813,-5.872559544448228
59092-110,-35.17948747491272,-5.8777480899696375
59092-290,-35.18415424407611,-5.877055104616238
59094-120,-35.18297990559739,-5.870769955623324
59094-220,-35.18627342912382,-5.870852747603655
59092-270,-35.184595505671616,-5.8767240052745855
59094-380,-35.185034896798896,-5.873044950828444
59094-540,-35.18434494043903,-5.8710249540726815
59092-070,-35.18235989621951,-5.876169954834587
59094-480,-35.181582418181556,-5.873828879044878
59092-140,-35.178945352955786,-5.87859457955236
59094-110,-35.18338491915884,-5.8702299515112415
59094-140,-35.184029906608174,-5.868024945197632
59094-440,-35.18195492456759,-5.8734649470418105
59092-340,-35.18169491793107,-5.879974961690593
59092-200,-35.18112118218641,-5.877701604746138
59092-380,-35.184299929618966,-5.877664951084952
59092-360,-35.18353491331617,-5.877629977593955
59138-340,-35.26063991489849,-5.735174964990088
59138-360,-35.260170350078795,-5.734442653948388
59014-545,-35.193881467259324,-5.793494567932168
59025-650,-35.211449999999964,-5.7862199999999575
59082-440,-35.2041819447022,-5.862640335537275
59050-050,-35.23620902514295,-5.802908466408841
59050-051,-35.23620902514295,-5.802908466408841
59122-346,-35.22674991061294,-5.740254964092863
59066-840,-35.22922285837804,-5.856077252805022
59090-513,-35.176098401275546,-5.8872412582158775
59066-130,-35.21367034710857,-5.843450836079371
59064-735,-35.213639985403795,-5.843439984993751
59032-040,-35.21571991276727,-5.802579967213132
59060-280,-35.23782973292253,-5.816619850439537
59075-320,-35.19788084294139,-5.825675113674085
59090-455,-35.176233793102625,-5.881593159014593
59052-270,-35.22960491256305,-5.811259951820254
59122-415,-35.20682566891538,-5.748529343398856
59082-420,-35.19793992659003,-5.8639563053164805
59031-280,-35.21368476914552,-5.8022366794457385
59040-200,-35.21822218204528,-5.795487463409219
59040-900,-35.219319637029656,-5.793864769840504
59031-200,-35.21628003344699,-5.7994499969293525
59037-200,-35.21731997617397,-5.7979299806980125
59030-200,-35.21488997862437,-5.8029799935421815
59031-125,-35.21360162174239,-5.80497627590631
59032-170,-35.21368182093892,-5.80539936632588
59032-200,-35.214608043048756,-5.804698821013156
59010-000,-35.19357427264632,-5.7793967610090125
59010-810,-35.19749385990589,-5.774977837629956
59010-005,-35.19357427264632,-5.7793967610090125
59060-126,-35.24206801814161,-5.811774547493098
59060-102,-35.242192215733645,-5.811749700374522
59060-104,-35.242099704804616,-5.8118176730783375
59060-106,-35.24218429406789,-5.811738918978213
59060-108,-35.24209178313887,-5.811806891682028
59060-112,-35.242176372402135,-5.811728137581903
59060-114,-35.242083861473105,-5.811796110285716
59060-116,-35.242168450736386,-5.811717356185591
59060-122,-35.242075939807364,-5.811785328889406
59060-124,-35.24216052907064,-5.811706574789281
59060-100,-35.24233272370088,-5.811716770470188
59060-105,-35.2418594106014,-5.811243334216224
59032-300,-35.215336960172884,-5.8065776111763885
59032-310,-35.215336960172884,-5.8065776111763885
59032-320,-35.215336960172884,-5.8065776111763885
59030-540,-35.21093697435134,-5.80020688561612
59037-030,-35.22305491623611,-5.798974952566893
59012-360,-35.194862588057525,-5.782118500447623
59031-170,-35.216095079463074,-5.8050707069107
59054-170,-35.219579904908116,-5.8080199481025385
59054-400,-35.2192599257544,-5.808759944424387
59032-075,-35.21526265157097,-5.803459867466391
59031-175,-35.21526265157097,-5.803459867466391
59054-402,-35.21964490656725,-5.808539961375551
59030-610,-35.20968873111923,-5.800940620481813
59122-682,-35.22724999999997,-5.7474299999999525
59062-290,-35.22682272981561,-5.8153139325515975
59037-060,-35.216608760491475,-5.802105091705504
59032-060,-35.21669191517839,-5.801903113784361
59037-300,-35.218084002308935,-5.800612643991559
59037-305,-35.218084002308935,-5.800612643991559
59010-774,-35.203039937281545,-5.7720349499825545
59122-385,-35.237374936806674,-5.750269955373497
59069-170,-35.241008987892755,-5.846542907312129
59025-660,-35.24276900241345,-5.838535772001142
59072-670,-35.24276900241345,-5.838535772001142
59035-090,-35.23365798784264,-5.801392914725971
59035-095,-35.23341490665143,-5.801144964434742
59072-671,-35.24276900241345,-5.838535772001142
59035-500,-35.22050910749669,-5.804954764190525
59032-500,-35.220491957008356,-5.804975725543536
59032-502,-35.22048494090349,-5.805074966421857
59037-545,-35.22288901662991,-5.8048381465066665
59054-540,-35.220813495675046,-5.807659742057933
59035-540,-35.227487803905476,-5.799273667519122
59032-540,-35.223446773982594,-5.804188027282794
59037-540,-35.22228989993329,-5.8042749556732725
59035-546,-35.223446773982594,-5.804188027282794
59106-015,-35.266563221397774,-5.765674548428719
59106-014,-35.26782379804424,-5.7703919152150895
59106-017,-35.26656917700927,-5.765691142117548
59106-018,-35.267817513717496,-5.770378302099488
59106-000,-35.26723315692898,-5.768019575020475
59065-390,-35.22241465336361,-5.8396371177533375
59025-410,-35.209717532126604,-5.784001015848454
59030-550,-35.21032364207686,-5.800682205995253
59031-150,-35.210779434598436,-5.806742342960939
59022-150,-35.211869978910244,-5.8044599861858766
59074-605,-35.27340904103858,-5.820778054587327
59074-185,-35.25150489772274,-5.8199549609888175
59032-406,-35.21537854202451,-5.807690072539951
59037-400,-35.21827711379254,-5.803298855249543
59032-400,-35.2163363997406,-5.806214119210181
59040-400,-35.22354999334718,-5.79572000810677
59032-405,-35.21561991666239,-5.808209965847532
59074-250,-35.25757989159673,-5.828194958543499
59074-755,-35.27606731613158,-5.83873750758104
59068-650,-35.238466544925345,-5.853984752012789
59114-099,-35.273418368780774,-5.7407661159723045
59073-221,-35.24995994532945,-5.852154964046626
59139-390,-35.24344993068065,-5.721119959243162
59133-420,-35.24344993068065,-5.721119959243162
59035-290,-35.230231586140924,-5.799156324425819
59012-280,-35.19982686525605,-5.780660797710853
59072-680,-35.24312429114996,-5.8343369637429525
59012-285,-35.19948518158578,-5.780666778233992
59012-400,-35.20422067310967,-5.782242629341098
59025-400,-35.20427266822515,-5.782336349501112
59114-152,-35.28711999999996,-5.727389999999957
59065-100,-35.21926889760585,-5.839301723693586
59070-240,-35.23723491711412,-5.822844957384668
59122-269,-35.236819999999966,-5.736699999999927
59107-040,-35.24785491416597,-5.762829964870035
59010-210,-35.2028798848404,-5.774374946846797
59073-132,-35.25258490594691,-5.85435994940547
59078-460,-35.199279260082065,-5.850753237865358
59074-015,-35.25001493061428,-5.8250949535635765
59088-520,-35.20178954020723,-5.880311131574852
59056-260,-35.20560668256487,-5.8198573510378
59056-090,-35.20526391785461,-5.8190968477055325
59075-090,-35.20526444783743,-5.819098318200053
59054-390,-35.221425640446476,-5.811768576809005
59115-090,-35.281566236455205,-5.756319033448915
59054-200,-35.22325131330532,-5.8105035557565365
59078-580,-35.20119762461872,-5.849266161374666
59056-490,-35.19974186752579,-5.819771797028141
59074-101,-35.25756541327201,-5.826892654077494
59074-607,-35.247089897863134,-5.845814955348993
59074-100,-35.2554771212186,-5.826920226288575
59073-190,-35.24637530050338,-5.847115154227296
59064-190,-35.22486993354971,-5.826224959840168
59074-035,-35.25131434628773,-5.823561418289048
59014-010,-35.19471255887593,-5.783453893684491
59078-370,-35.20186759944836,-5.846049218480832
59067-730,-35.2209049161621,-5.870524952593505
59115-593,-35.27915846305113,-5.751963406723819
59030-330,-35.2082638548135,-5.795291062646935
59115-060,-35.2810692249701,-5.756577093437014
59074-560,-35.26960204048425,-5.836021714751529
59074-368,-35.25436600382403,-5.8274400879736845
59094-615,-35.190839999999966,-5.887309999999957
59076-680,-35.20939976944349,-5.832584502341149
59078-420,-35.19671116763565,-5.845082421513215
59078-350,-35.19933485629858,-5.845840303229637
59010-580,-35.19956440368494,-5.768728564013897
59020-140,-35.20404991470467,-5.789354958473402
59133-275,-35.23390206171811,-5.736176516394148
59132-190,-35.238509888406156,-5.732329958459518
59082-330,-35.19062017150132,-5.867335266764588
59136-115,-35.210344933537,-5.821494947104478
59064-130,-35.224727103554905,-5.830130220349653
59075-805,-35.210344933537,-5.821494947104478
59014-080,-35.19115993063485,-5.784409970876019
59054-070,-35.225809922081325,-5.80752996299767
59065-690,-35.21559615472628,-5.83406357233331
59078-450,-35.19976996923193,-5.849324919632312
59056-420,-35.201599999999985,-5.82863999999995
59010-508,-35.19999962156928,-5.767245772171006
59078-340,-35.2009383637853,-5.846702951602068
59075-790,-35.21113870876801,-5.821896756723615
59090-314,-35.17011988683144,-5.891139950086894
59078-480,-35.20039474021585,-5.85101743835962
59078-440,-35.19872166920355,-5.847878280767135
59064-790,-35.22162443394824,-5.8495084078148665
59139-495,-35.264739922836775,-5.727484966967013
59075-130,-35.20768832024986,-5.826325949546161
59115-608,-35.26806020164951,-5.742862140586729
59037-510,-35.21313078185125,-5.793464432251269
59037-515,-35.21313078185125,-5.793464432251269
59020-610,-35.2030915857301,-5.804499335031655
59078-470,-35.20120768102236,-5.850521299409972
59114-180,-35.26698158087543,-5.751483078840859
59123-595,-35.23712490463497,-5.7428749584326875
59064-480,-35.21422159395131,-5.8352355194418
59076-450,-35.205584321095344,-5.830963082555555
59066-015,-35.221794906641264,-5.8548099528322055
59086-340,-35.211791239700226,-5.867089030441347
59078-330,-35.20211984452145,-5.848019626548017
59074-012,-35.251119999999965,-5.829109999999957
59075-735,-35.21219993252875,-5.820559966760023
59104-190,-35.252969331008366,-5.768528104709544
59108-010,-35.252969331008366,-5.768528104709544
59104-195,-35.252969331008366,-5.768528104709544
59078-430,-35.19766792670305,-5.846390963197119
59064-180,-35.22462991775228,-5.825594955042746
59060-420,-35.22944099438545,-5.818415578919507
59092-550,-35.181737792873484,-5.885747181485965
59035-210,-35.23243726780757,-5.8005069079271205
59062-310,-35.22686232895256,-5.8153515257946475
59014-630,-35.19825563678784,-5.7960869134895825
59115-690,-35.27259079341802,-5.746213183412031
59037-360,-35.22555680099301,-5.803841245650526
59025-160,-35.207294906153194,-5.78810929184199
59132-045,-35.23410428672051,-5.723931846107512
59134-000,-35.23410428672051,-5.723931846107512
59076-750,-35.20794572637885,-5.8333197109904775
59065-040,-35.217035686911686,-5.842318790797818
59084-010,-35.201759328679444,-5.86597676575475
59074-033,-35.25131854740631,-5.82445072471305
59115-250,-35.28345458745836,-5.7599235152952275
59010-540,-35.200136405341084,-5.767995758658127
59031-060,-35.20718999999997,-5.809299999999952
59133-540,-35.228085252986716,-5.745718489476928
59082-180,-35.193995541169684,-5.865770120431094
59115-240,-35.28299812832754,-5.7602546172561055
59066-335,-35.24263999999994,-5.852799999999945
59139-430,-35.27751999999997,-5.7226499999999305
59139-434,-35.263623920893224,-5.720996711341723
59074-032,-35.25110994244511,-5.8246799655373565
59090-415,-35.180404943032386,-5.883779968546605
59080-060,-35.20593759722417,-5.8531676064499285
59122-247,-35.235019915380995,-5.746509959337537
59054-080,-35.226779917826306,-5.808299966532879
59054-160,-35.22493883293365,-5.813106634487839
59076-490,-35.209719999999955,-5.825359999999932
59074-625,-35.25710991828568,-5.838044973014874
59110-710,-35.252599999999966,-5.740069999999946
59086-170,-35.205984918962216,-5.8653149501724675
59133-377,-35.23712490463497,-5.7428749584326875
59035-490,-35.22749086843965,-5.802836955160433
59138-608,-35.258259915401354,-5.727754948068303
59104-055,-35.251558260861884,-5.774102371512963
59114-660,-35.2844934075467,-5.7427996508441375
59074-013,-35.250299337866934,-5.825699311526363
59066-315,-35.24263999999994,-5.852799999999945
59115-687,-35.27160683611283,-5.691429945740567
59020-565,-35.205494954812096,-5.801634970494376
59074-335,-35.259051404929345,-5.8252507879304645
59032-270,-35.205494954812096,-5.801634970494376
59022-590,-35.205494954812096,-5.801634970494376
59108-540,-35.25292991297169,-5.7650202811723785
59108-545,-35.25292991297169,-5.7650202811723785
59065-555,-35.21733999999998,-5.84490999999997
59022-545,-35.20647395625327,-5.8012558836049966
59022-305,-35.209020313937785,-5.8080963535682475
59022-550,-35.206023330733444,-5.800863177524388
59022-310,-35.20881821254563,-5.808362976179705
59020-510,-35.203154887652396,-5.792415349904876
59020-900,-35.201152641898204,-5.78767971761035
59020-904,-35.20188596278435,-5.789708725136043
59020-395,-35.2011443772922,-5.787657224646367
59020-505,-35.20307262721868,-5.792929332367085
59065-305,-35.21734000892255,-5.831949988301816
59064-625,-35.21432220388113,-5.823817546410197
59020-400,-35.20137523722603,-5.78764767552821
59056-200,-35.211374988756006,-5.815782007721403
59054-900,-35.21122277267563,-5.814623405135086
59056-902,-35.211526545968006,-5.816218749701289
59064-903,-35.214909510312346,-5.824539354873981
59063-200,-35.214659996109575,-5.8238232959465135
59064-630,-35.21765398802789,-5.831815979714018
59065-500,-35.217902952972004,-5.832447744509017
59054-700,-35.211439285579544,-5.815243785798574
59075-700,-35.21357990749491,-5.821885278903137
59122-270,-35.22421693518781,-5.74898990912118
59136-250,-35.24786210021749,-5.720261878925897
59104-160,-35.252947002869,-5.771440954870059
59062-520,-35.216959999999965,-5.819169999999929
59063-170,-35.2199178555369,-5.8247377264798486
59122-658,-35.22724999999997,-5.7474299999999525
59086-380,-35.20753629863429,-5.867968272613993
59138-160,-35.26641867735331,-5.734320736267728
59115-381,-35.26470408638567,-5.7571038193112924
59090-565,-35.17596460479846,-5.890728185692753
59067-660,-35.22291992568546,-5.869554956848525
59054-096,-35.22715999999997,-5.804779999999938
59114-218,-35.279807759683116,-5.743249778654143
59114-217,-35.279701507249754,-5.7440328801102805
59010-686,-35.20308494810159,-5.7695849615938855
59010-620,-35.20145242012429,-5.769908671868429
59010-625,-35.200779924728344,-5.770199941829872
59120-250,-35.2494748535465,-5.756717986277789
59030-601,-35.20930999999996,-5.7911099999999465
59074-391,-35.251661024329955,-5.8295452277042505
59114-117,-35.281247319425006,-5.743783448626089
59025-370,-35.208702681784786,-5.782953307511601
59012-020,-35.204206228813135,-5.775742920090432
59050-340,-35.23334195475525,-5.803401397304222
59073-651,-60.04966006596693,-3.0620439398046004
59073-806,-35.26626991353289,-5.850104939122732
59115-520,-35.263312663646346,-5.747913597081762
59115-522,-35.26328490826454,-5.747254942891773
59108-070,-35.25998362718027,-5.764794001059129
59108-040,-35.25799492153246,-5.765564958921432
59115-290,-35.24778168802174,-5.828709404547308
59060-067,-35.24644373890593,-5.804191880449125
59067-715,-35.222879902097795,-5.873874968790388
59084-210,-35.20373051389883,-5.866128657495827
59132-060,-35.23578493168381,-5.72800996747241
59132-110,-35.23684490715938,-5.729784961198362
59133-120,-35.225285126462005,-5.744600017862197
59064-140,-35.2263895113076,-5.8270935932268095
59115-543,-35.281199927107046,-5.750074950396113
59073-244,-35.25638991280292,-5.850759963901132
59133-279,-35.23410494683036,-5.736879948869755
59064-610,-35.21322704640377,-5.841176809016884
59074-616,-35.25471130970432,-5.8413150104425196
59064-390,-35.221542865394134,-5.8300268909113635
59064-368,-35.227195709162494,-5.827438905973582
59062-040,-35.2332003609158,-5.812649093393787
59062-035,-35.23617988696144,-5.811304962640308
59062-045,-35.23362995872496,-5.812942560152285
59062-680,-35.223805143677595,-5.818931684278474
59090-524,-35.1717114329099,-5.894341272848778
59035-160,-35.2325584042987,-5.800407825669872
59090-486,-35.171634474736706,-5.886510608379911
59035-165,-35.232429907299775,-5.79994995649902
59080-450,-35.21212495640485,-5.858434958317517
59073-274,-35.252869999999966,-5.851879999999938
59070-620,-35.230270588050864,-5.8241516971366565
59074-167,-35.260749927377674,-5.823774950496747
59074-161,-35.260749927377674,-5.823774950496747
59074-160,-35.26104694322385,-5.82436610071344
59101-045,-35.2486049268621,-5.7778899608076975
59074-852,-35.25417471452735,-5.8401987611135056
59073-210,-35.251230068155905,-5.846420785013211
59074-166,-35.260749927377674,-5.823774950496747
59122-035,-35.22724999999997,-5.7474299999999525
59035-262,-35.232399999999984,-5.802709999999934
59035-410,-35.232399999999984,-5.802709999999934
59138-330,-35.26086991432163,-5.73553494677671
59131-760,-35.241529930029785,-5.72609495405392
59122-258,-35.235908368642626,-5.746250770498094
59065-150,-35.21827433132201,-5.837965215869074
59114-340,-35.274048657478204,-5.759398991981122
59115-571,-35.27715614774435,-5.753078756375648
59115-586,-35.276336966629195,-5.752522393259006
59025-790,-35.211684906488145,-5.785389962040532
59070-350,-35.23653605778555,-5.826920438843371
59133-460,-35.24230220530812,-5.721739838986977
59115-572,-35.27342491563104,-5.7505699646429065
59108-050,-35.258488508304474,-5.76538843884874
59040-570,-35.232399999999984,-5.802709999999934
59115-526,-35.28061491217493,-5.748354962909758
59073-195,-35.247554883941795,-5.8462249561428274
59062-022,-35.247169999999976,-5.813899999999932
59037-405,-35.220657798659,-5.7974457200222735
59037-520,-35.220657798659,-5.7974457200222735
59073-370,-35.252869999999966,-5.851879999999938
59122-257,-35.236438912438395,-5.74676146952671
59066-230,-35.21657231545302,-5.854938456275482
59115-708,-35.28711999999996,-5.727389999999957
59132-130,-35.23722494264935,-5.730374963362878
59132-000,-35.238835926401016,-5.731784902859044
59134-010,-35.2353650136005,-5.726210275330192
59132-145,-35.236819999999966,-5.736699999999927
59132-140,-35.237409889342906,-5.730669943490376
59132-120,-35.23702495043959,-5.7300749750482245
59122-037,-35.23406937601681,-5.753850803345885
59082-352,-35.18870994224618,-5.870529939825892
59112-230,-35.25975989888411,-5.755319947262912
59073-116,-35.252869999999966,-5.851879999999938
59104-247,-35.25689492246922,-5.770844971188737
59120-170,-35.25119267406089,-5.75348039617016
59115-276,-35.2855699161466,-5.760244944021224
59075-254,-35.196264801838566,-5.8268216366604415
59120-050,-35.252134923474934,-5.753914951697888
59030-120,-35.21321489718427,-5.796874971500074
59069-390,-35.24423083253829,-5.849503358849621
59136-260,-35.24871992657367,-5.725839955604563
59133-374,-35.230469883061225,-5.737524957273863
59054-385,-35.221152731839865,-5.810420995643022
59120-060,-35.251819931553605,-5.7543449642855355
59136-300,-35.2505184548774,-5.728493025718566
59073-385,-35.27517493128553,-5.8425499735598185
